PDB	ChainID	Name	Title	Type	Function	label_asym_id	Residue_seq_id
6TOD	A, B	SOG	Octyl 1-thio-glucoside	Detergent		AA, AB, BA, BB, CA, CB, DA, DB, EB, FB, GB, HB, I, IB, J, JB, K, L, LA, M, MA, N, NA, O, OA, P, PA, Q, QA, R, RA, S, SA, T, TA, U, UA, V, VA, W, WA, X, XA, Y, YA, Z, ZA	A:425, B:421, A:426, B:422, A:427, B:423, A:428, B:424, B:425, B:426, B:427, B:428, A:407, B:429, A:408, B:430, A:409, A:410, B:406, A:411, B:407, A:412, B:408, A:413, B:409, A:414, B:410, A:415, B:411, A:416, B:412, A:417, B:413, A:418, B:414, A:419, B:415, A:420, B:416, A:421, B:417, A:422, B:418, A:423, B:419, A:424, B:420
6TP4	A, B	PGW	Phosphatidylglycerol	Other	Cofactor	H, M	A:406, B:405
6TP4	A, B	SOG	Octyl 1-thio-glucoside	Detergent		D, E, F, I, J	A:402, A:403, A:404, B:401, B:402
6TP6	A, B	PGW	Phosphatidylglycerol	Other	Cofactor	M, V	A:411, B:409
6TP6	A, B	SOG	Octyl 1-thio-glucoside	Detergent		G, H, I, J, K, R, S, T, U	A:405, A:406, A:407, A:408, A:409, B:405, B:406, B:407, B:408
6TP6	A	CL	Chloride ion	Ion		L	A:410
6TPJ	A, B	OLA	Oleic acid	Lipid	Cofactor	AA, BA, C, CA, DA, EA, F, FA, G, GA, HA, I, IA, J, JA, K, KA, L, LA, M, MA, N, NA, O, OA, P, PA, Q, QA, R, RA, X, Y, Z	B:2108, B:2109, A:1201, B:2110, B:2111, B:2112, A:1204, B:2113, A:1205, B:2114, B:2115, A:1207, B:2116, A:1208, B:2117, A:1209, B:2118, A:1210, B:2119, A:1211, B:2120, A:1212, B:2121, A:1213, B:2122, A:1214, B:2123, A:1215, B:2124, A:1216, B:2125, B:2105, B:2106, B:2107
6TQ4	A	NA	Sodium ion	Ion	Cofactor	O	A:413
6TQ4	A, B	PGW	Phosphatidylglycerol	Other	Cofactor	F, S	A:404, B:404
6TQ4	A, B	SOG	Octyl 1-thio-glucoside	Detergent		G, H, I, J, K, L, M, N, T, U, V, W, X	A:405, A:406, A:407, A:408, A:409, A:410, A:411, A:412, B:405, B:406, B:407, B:408, B:409
6TQ7	A, B	PGW	Phosphatidylglycerol	Other	Cofactor	M, V	A:411, B:409
6TQ7	A, B	SOG	Octyl 1-thio-glucoside	Detergent		F, G, H, I, J, K, L, R, S, T, U	A:404, A:405, A:406, A:407, A:408, A:409, A:410, B:405, B:406, B:407, B:408
6TQ9	A	PGW	Phosphatidylglycerol	Other	Cofactor	L, M	A:410, A:411
6TQ9	A, B	SOG	Octyl 1-thio-glucoside	Detergent		E, F, G, H, I, O, P, Q, R, S	A:403, A:404, A:405, A:406, A:407, B:402, B:403, B:404, B:405, B:406
6UO9	B	NAG	D-glcnac	Other		I, J	B:1001, B:1002
6UOA	B	NAG	D-glcnac	Other		H	B:903
6VI4	B	CLR	Cholesterol	Lipid	Cofactor	G	B:402
6W2Y	A, B	L9Q	1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine	Lipid	Cofactor	H, M	A:906, B:906
6W2Y	A, B	MG	Magnesium ion	Ion	Cofactor	G, L	A:905, B:905
6W2Y	A, B	NAG	D-glcnac	Other		E, F, J, K	A:901, A:904, B:901, B:902
6WH4	A, C	CLR	Cholesterol	Lipid	Cofactor	G, M	A:1204, C:1202
6WH4	A, B, C	OLA	Oleic acid	Lipid	Cofactor	E, F, K, Q	A:1202, A:1203, B:1203, C:1206
6WH4	C	NDS	Ethyl dimethyl ammonio propane sulfonate	Other	Cofactor	P	C:1205
6WIV	A	U3G	(2r)-3-{[(s)-(2-aminoethoxy)(hydroxy)phosphoryl]oxy}-2-{[(9z)-octadec-9-enoyl]oxy}propyl (5z,8z,11z,14z)-icosa-5,8,11,14-tetraenoate	Lipid	Cofactor	G	A:905
6WIV	A, B	CLR	Cholesterol	Lipid	Cofactor	H, I, J, K, N, O, P, Q, R, S	A:906, A:907, A:908, A:909, B:903, B:904, B:905, B:906, B:907, B:908
6WIV	A, B	NAG	D-glcnac	Other		C, D, E, L	A:901, A:902, A:903, B:901
6YVR	AAA, BBB	BNG	Nonyl glucoside	Detergent		E, F, G, H, I, J, K, L	AAA:4001, AAA:4002, AAA:4003, BBB:4001, BBB:4002, BBB:4003, BBB:4004, BBB:4005
7AD3	A, B	NAG	D-glcnac	Other		I, M	B:501, A:501
7AD3	A, B	Y01	Cholesterol hemisuccinate	Lipid		J, K, L, N, O, P	B:502, B:503, B:504, A:502, A:503, A:504
7BVQ	A	CLR	Cholesterol	Lipid	Cofactor	D	A:1401
7BVQ	A	NA	Sodium ion	Ion	Cofactor	M	A:1410
7BVQ	A, B	1WV	(2s)-2,3-dihydroxypropyl (7z)-tetradec-7-enoate	Other	Cofactor	L, V	A:1409, B:1405
7CA3	A, B	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1001, A:1002, B:901
7CFM	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I	R:402, R:403, R:404
7CFN	R	CLR	Cholesterol	Lipid	Cofactor	G	R:402
7CFN	R	PLM	Palmitic acid	Lipid	Cofactor	I	R:404
7CKZ	R	CLR	Cholesterol	Lipid	Cofactor	F	R:501
7CZ5	A, R	PLM	Palmitic acid	Lipid	Cofactor	G, I	R:601, A:401
7CZ5	R	CLR	Cholesterol	Lipid	Cofactor	H	R:602
7D76	A, R	PLM	Palmitic acid	Lipid	Cofactor	E, G, H	A:401, R:602, R:603
7D76	R	CLR	Cholesterol	Lipid	Cofactor	J, K	R:605, R:606
7D76	R	Y01	Cholesterol hemisuccinate	Lipid		F	R:601
7D77	A, R	PLM	Palmitic acid	Lipid	Cofactor	F, H, I	A:401, R:602, R:603
7D77	R	CLR	Cholesterol	Lipid	Cofactor	K, L	R:605, R:606
7D77	R	Y01	Cholesterol hemisuccinate	Lipid		G	R:601
7DD5	A, B	NAG	D-glcnac	Other		K, L, M, T, U, V	A:1105, A:1106, A:1107, B:1104, B:1105, B:1106
7DD5	A, B	CL	Chloride ion	Ion		G, Q	A:1101, B:1101
7DD6	A, B	NAG	D-glcnac	Other		K, L, M, S, T, U	A:1105, A:1106, A:1107, B:1105, B:1106, B:1107
7DD6	A, B	CL	Chloride ion	Ion		G, O	A:1101, B:1101
7DD7	A, B	CL	Chloride ion	Ion		G, P	A:1101, B:1102
7DD7	A, B	NAG	D-glcnac	Other		J, K, L, T, U, V	A:1104, A:1105, A:1106, B:1106, B:1107, B:1108
7DTT	A, B	NAG	D-glcnac	Other		I, J, K, L, O, P, Q, R	A:1103, A:1104, A:1105, A:1106, B:1103, B:1104, B:1105, B:1106
7DTY	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:601, R:602, R:603, R:604, R:605, R:606
7E14	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K	R:502, R:503, R:504, R:505, R:506
7E2X	R	PLM	Palmitic acid	Lipid	Cofactor	J, Q, R	R:606, R:613, R:614
7E2Y	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J	R:503, R:504, R:505, R:506
7E2Z	R	CLR	Cholesterol	Lipid	Cofactor	F, G, H	R:502, R:503, R:504
7E6T	A, B	NAG	D-glcnac	Other		G, H, N, O	B:905, B:906, A:905, A:906
7F16	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J	R:501, R:502, R:503, R:504
7F16	R	PLM	Palmitic acid	Lipid		K, L, M, N, O, P	R:505, R:506, R:507, R:508, R:509, R:510
7F1T	A	ZN	Zinc ion	Ion	Cofactor	B	A:1101
7F61	A	CLR	Cholesterol	Lipid	Cofactor	D	A:502
7F6G	A	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	A:402, A:403, A:404, A:405, A:406, A:407
7F6G	A	NAG	D-glcnac	Other		F	A:401
7F6H	A	CLR	Cholesterol	Lipid	Cofactor	F, G	A:501, A:502
7F83	A, B	OLC	1-oleoyl-r-glycerol	Lipid		C, D, F, G, H, I	A:1201, A:1202, B:1201, B:1202, B:1203, B:1204
7F9Y	R	CLR	Cholesterol	Lipid	Cofactor	H, I	R:601, R:602
7FIG	R, X, Y	NAG	D-glcnac	Other		H, I, J, K, L	R:2000, R:2001, X:101, X:102, Y:1000
7FIN	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L, M	R:601, R:602, R:603, R:604, R:605, R:606, R:607
7FIN	P	GGL	L-glutamate	Other	Cofactor	N	P:501
7FIY	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:601, R:602, R:603, R:604, R:605, R:606
7IN4	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN4	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN4	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN4	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INC	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INC	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INC	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INC	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IOF	A	NA	Sodium ion	Ion	Cofactor	B	A:2400
7IOF	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2402, A:2403, A:2404
7IOF	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2425, A:2426, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424
7IOF	A	OLC	1-oleoyl-r-glycerol	Lipid		CA, DA, EA, FA, GA, HA, IA	A:2427, A:2428, A:2429, A:2430, A:2431, A:2432, A:2433
7ION	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:1203, A:1204, A:1205
7ION	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7ION	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1227, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7ION	A	OLC	1-oleoyl-r-glycerol	Lipid		CA, DA, EA, FA, GA, HA, IA	A:1228, A:1229, A:1230, A:1231, A:1232, A:1233, A:1234
7IOR	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2402, A:2403, A:2404
7IOR	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2425, A:2426, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424
7IOR	A	NA	Sodium ion	Ion	Cofactor	B	A:2400
7IOR	A	OLC	1-oleoyl-r-glycerol	Lipid		CA, DA, EA, FA, GA, HA, IA	A:2427, A:2428, A:2429, A:2430, A:2431, A:2432, A:2433
7IPF	A	NA	Sodium ion	Ion	Cofactor	B	A:2400
7IPF	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2402, A:2403, A:2404
7IPF	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2425, A:2426, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424
7IPF	A	OLC	1-oleoyl-r-glycerol	Lipid		CA, DA, EA, FA, GA, HA, IA	A:2427, A:2428, A:2429, A:2430, A:2431, A:2432, A:2433
7KI0	P	WF1	17-amino-10-oxo-3,6,12,15-tetraoxa-9-azaheptadecan-1-oic acid	Other	Cofactor	G	P:101
7LJC	R	CLR	Cholesterol	Lipid	Cofactor	H, I, J, K, L, M	R:503, R:504, R:505, R:506, R:507, R:508
7LJC	R	PLM	Palmitic acid	Lipid	Cofactor	N, O, P, Q, R, S	R:509, R:510, R:511, R:512, R:513, R:514
7LJD	R	CLR	Cholesterol	Lipid	Cofactor	H, I, J, K, L	R:503, R:504, R:505, R:506, R:507
7LJD	R	PLM	Palmitic acid	Lipid	Cofactor	M, N, O, P	R:508, R:509, R:510, R:511
7MBY	R	Y01	Cholesterol hemisuccinate	Lipid		F	R:501
7P00	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7RKF	A	GDP	Guanosine-5'-diphosphate	Other	Cofactor	G	A:401
7RKF	L	NAG	D-glcnac	Other		H	L:101
7RKM	R	CLR	Cholesterol	Lipid	Cofactor	G	R:401
7SHE	A	PEE	Phosphatidylethanolamine	Other	Cofactor	C	A:801
7SHE	A	EIJ	(2s)-1-{[(s)-hydroxy{[(1s,2r,3r,4r,5s,6s)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl]oxy}-3-(octadecanoyloxy)propan-2-yl (5e,8e,11e,14e)-icosa-5,8,11,14-tetraenoate	Other	Cofactor	D	A:802
7SHE	A, B	CLR	Cholesterol	Lipid	Cofactor	E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:803, A:804, A:805, A:806, A:807, A:808, A:809, A:810, A:811, A:812, A:813, B:801, B:802, B:803, B:804, B:805, B:806, B:807, B:808, B:809, B:810, B:811
7SHF	A, B	CLR	Cholesterol	Lipid	Cofactor	E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	B:801, B:802, B:803, B:804, B:805, B:806, B:807, B:808, B:809, B:810, A:801, A:802, A:803, A:804, A:805, A:806, A:807, A:808, A:809, A:810, A:811, A:812
7SHF	A	EIJ	(2s)-1-{[(s)-hydroxy{[(1s,2r,3r,4r,5s,6s)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl]oxy}-3-(octadecanoyloxy)propan-2-yl (5e,8e,11e,14e)-icosa-5,8,11,14-tetraenoate	Other	Cofactor	AA	A:813
7SHF	A	PEE	Phosphatidylethanolamine	Other	Cofactor	BA	A:814
7SIM	A, B	CLR	Cholesterol	Lipid	Cofactor	AA, BA, N, O, P, Q, R, Z	B:909, B:910, A:908, A:909, A:910, A:911, A:912, B:908
7SIM	A, B	NAG	D-glcnac	Other		G, S	A:901, B:901
7SR8	R	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J	R:502, R:503, R:504, R:505
7T6T	R	PLM	Palmitic acid	Lipid	Cofactor	F, G	R:401, R:402
7T6U	R	PLM	Palmitic acid	Lipid	Cofactor	G, H	R:401, R:402
7T9I	A, B, R	NAG	D-glcnac	Other		I, J, K, L, M, N	A:101, B:201, R:801, R:802, R:803, R:804
7TD3	R	NAG	D-glcnac	Other		F	R:402
7TD4	R	NAG	D-glcnac	Other		E	R:401
7UTZ	A, B, R	NAG	D-glcnac	Other		H, I, J, K, L, M, N	A:101, A:102, B:201, R:801, R:802, R:803, R:804
7V35	P	D6M	N-hexadecanoyl-l-glutamic acid	Other	Cofactor	G	P:501
7V3Z	A	CLR	Cholesterol	Lipid	Cofactor	C	A:1202
7V3Z	A	FMN	Flavin mononucleotide	Other		D	A:1203
7VKT	A	8IO	[(2r)-2-[(z)-hexadec-9-enoyl]oxy-3-[oxidanyl-[(2s,3r,5r,6s)-2,3,4,5,6-pentakis(oxidanyl)cyclohexyl]oxy-phosphoryl]oxy-propyl] octadecanoate	Other	Cofactor	K	A:406
7VKT	A	Y01	Cholesterol hemisuccinate	Lipid		G, H, I, J	A:402, A:403, A:404, A:405
7VOD	A	CLR	Cholesterol	Lipid	Cofactor	C, D, H	A:1202, A:1203, A:1207
7VOD	A	MG	Magnesium ion	Ion	Cofactor	B	A:1201
7VOD	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G	A:1204, A:1205, A:1206
7VUI	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	F	A:401
7VUI	A	MG	Magnesium ion	Ion	Cofactor	G	A:402
7VUJ	A	GDP	Guanosine-5'-diphosphate	Other	Cofactor	G	A:402
7VUJ	A	MG	Magnesium ion	Ion	Cofactor	F	A:401
7VUY	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7VUZ	R	CLR	Cholesterol	Lipid	Cofactor	F	R:401
7WQ4	R	CLR	Cholesterol	Lipid	Cofactor	G, H	R:401, R:402
7WU5	R	CLR	Cholesterol	Lipid	Cofactor	E	R:901
7X2C	F	CLR	Cholesterol	Lipid	Cofactor	F	F:501
7XW6	R	CLR	Cholesterol	Lipid	Cofactor	AA, BA, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	R:820, R:821, R:805, R:806, R:807, R:808, R:809, R:810, R:811, R:812, R:813, R:814, R:815, R:816, R:817, R:818, R:819
7XW6	R	PLM	Palmitic acid	Lipid	Cofactor	CA, DA, EA, FA, GA	R:822, R:823, R:824, R:825, R:826
7XW6	R	NAG	D-glcnac	Other		H, I, J, K	R:801, R:802, R:803, R:804
7Y15	R	PLM	Palmitic acid	Lipid	Cofactor	F, G, H	R:401, R:402, R:403
7Y27	E	CLR	Cholesterol	Lipid	Cofactor	G	E:401
7YFC	R	CLR	Cholesterol	Lipid	Cofactor	H	R:602
7YFD	R	CLR	Cholesterol	Lipid	Cofactor	H, I	R:602, R:603
7YM8	A	Y01	Cholesterol hemisuccinate	Lipid		E	A:502
7YXA	B	OLA	Oleic acid	Lipid	Cofactor	J, K	B:2503, B:2504
7YXA	A	OLC	1-oleoyl-r-glycerol	Lipid		E, F, G	A:2503, A:2504, A:2505
7YXA	A, B	NAG	D-glcnac	Other		C, H	A:2501, B:2501
7ZI0	A	NA	Sodium ion	Ion	Cofactor	F, G	A:704, A:705
7ZI0	A	MPG	[(z)-octadec-9-enyl] (2r)-2,3-bis(oxidanyl)propanoate	Other	Cofactor	H	A:706
7ZI0	A	NAG	D-glcnac	Other		E	A:703
8DPF	A	CLR	Cholesterol	Lipid	Cofactor	G	A:502
8DPG	A	CLR	Cholesterol	Lipid	Cofactor	G	A:502
8DPH	A	CLR	Cholesterol	Lipid	Cofactor	G, H	A:502, A:503
8DPI	A	CLR	Cholesterol	Lipid	Cofactor	G	A:502
8E0G	A	CLR	Cholesterol	Lipid	Cofactor	E	A:403
8E0G	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D	A:401, A:402
8E9Z	A	Y01	Cholesterol hemisuccinate	Lipid		G	A:802
8F0J	R	PLM	Palmitic acid	Lipid	Cofactor	L, Q, R, S, T, U, V, W	R:505, R:510, R:511, R:512, R:513, R:514, R:515, R:516
8F0J	R	PTY	Phosphatidylethanolamine	Other	Cofactor	J, K, O	R:503, R:504, R:508
8F0J	R	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	P	R:509
8F0J	R	NAG	D-glcnac	Other		H, I	R:501, R:502
8F0J	R	Y01	Cholesterol hemisuccinate	Lipid		M, N	R:506, R:507
8F2B	R	P42	1-stearoyl-2-palmitoyl-sn-glycero-3-phosphocholine	Other	Cofactor	T	R:512
8F2B	R	PLM	Palmitic acid	Lipid	Cofactor	L, M, N, O, P, Q, R, S	R:504, R:505, R:506, R:507, R:508, R:509, R:510, R:511
8F2B	R	NAG	D-glcnac	Other		I, J, K	R:501, R:502, R:503
8F2B	R	Y01	Cholesterol hemisuccinate	Lipid		U, V	R:513, R:514
8F7Q	M, R	CLR	Cholesterol	Lipid	Cofactor	J, K, L, M, N, O, P, Q, R, S	R:401, R:402, R:403, R:404, R:405, M:401, M:402, M:403, M:404, M:405
8F7R	M, R	CLR	Cholesterol	Lipid	Cofactor	J, K, L, M, N, O, P, Q, R, S	R:401, R:402, R:403, R:404, R:405, M:401, M:402, M:403, M:404, M:405
8G2Y	R	LPC	[1-myristoyl-glycerol-3-yl]phosphonylcholine	Lipid	Cofactor	F	R:1001
8H0Q	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I	R:401, R:402, R:403
8H8J	C	CLR	Cholesterol	Lipid	Cofactor	H, I, J	C:403, C:404, C:405
8HAF	R	CLR	Cholesterol	Lipid	Cofactor	R, S, T, U, V, W	R:1512, R:1513, R:1514, R:1515, R:1516, R:1517
8HAF	R	PLM	Palmitic acid	Lipid	Cofactor	G, H, I, J, K, L, M, N, O, P, Q	R:1501, R:1502, R:1503, R:1504, R:1505, R:1506, R:1507, R:1508, R:1509, R:1510, R:1511
8HDP	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J	R:402, R:403, R:404, R:405
8I2G	R	CLR	Cholesterol	Lipid	Cofactor	AA, I, J, K, L, M, S, U, V, W, X, Y, Z	R:719, R:701, R:702, R:703, R:704, R:705, R:711, R:713, R:714, R:715, R:716, R:717, R:718
8I2G	R	PLM	Palmitic acid	Lipid	Cofactor	N, O, P	R:706, R:707, R:708
8I2G	R	MYR	Myristic acid	Lipid	Cofactor	Q, R	R:709, R:710
8I2G	R, X, Y	NAG	D-glcnac	Other		CA, DA, EA, T	X:101, Y:201, Y:202, R:712
8IZ4	R	CLR	Cholesterol	Lipid	Cofactor	H	R:603
8IZB	R	CLR	Cholesterol	Lipid	Cofactor	H, I	R:503, R:504
8JCU	2, 3	NAG	D-glcnac	Other		D, E	2:1102, 3:2001
8JCX	2, 3	NAG	D-glcnac	Other		C, E	2:1101, 3:1001
8JD3	2, 3	CLR	Cholesterol	Lipid	Cofactor	H, J, K	2:903, 3:902, 3:903
8JD3	3	PEF	Di-palmitoyl-3-sn-phosphatidylethanolamine	Other	Cofactor	L	3:904
8JD5	2, 4	CLR	Cholesterol	Lipid	Cofactor	I, L, M, N, R	2:903, 2:906, 2:907, 4:1001, 4:1005
8JD5	2	PEF	Di-palmitoyl-3-sn-phosphatidylethanolamine	Other	Cofactor	J	2:904
8JD5	2, 4	NAG	D-glcnac	Other		K, P	2:905, 4:1003
8JPB	Q	GDP	Guanosine-5'-diphosphate	Other	Cofactor	F	Q:401
8JPB	Q	ALF	Tetrafluoroaluminate ion	Other	Cofactor	H	Q:403
8JPB	Q	MG	Magnesium ion	Ion	Cofactor	G	Q:402
8JPB	G	STU	Staurosporine	Other	Cofactor	E	G:701
8JPC	Q	GDP	Guanosine-5'-diphosphate	Other	Cofactor	G	Q:401
8JPC	Q	ALF	Tetrafluoroaluminate ion	Other	Cofactor	I	Q:403
8JPC	Q	MG	Magnesium ion	Ion	Cofactor	H	Q:402
8JPC	G	STU	Staurosporine	Other	Cofactor	F	G:701
8JRV	A	PIO	Dioctanoyl l-alpha-phosphatidyl-d-myo-inositol 4,5-diphosphate	Other	Cofactor	G	A:701
8PJK	R	CLR	Cholesterol	Lipid	Cofactor	E, F	R:501, R:502
8RWI	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
8RWI	A	NA	Sodium ion	Ion	Cofactor	W	A:1222
8RWI	A	OLA	Oleic acid	Lipid	Cofactor	F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V	A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221
8S4D	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F, G, H	A:1202, A:1203, A:1204, A:1205, A:1206, A:1207
8SZF	A, B	NAG	D-glcnac	Other		F, G, N, O, T	A:1201, A:1202, B:1001, B:1002, B:1007
8SZG	B	CLR	Cholesterol	Lipid	Cofactor	T	B:1401
8SZG	A	PCW	1,2-dioleoyl-sn-glycero-3-phosphocholine	Lipid	Cofactor	L	A:1204
8SZG	A, B	NAG	D-glcnac	Other		J, K, U, V	A:1202, A:1203, B:1402, B:1403
8SZH	A, B	PCW	1,2-dioleoyl-sn-glycero-3-phosphocholine	Lipid	Cofactor	J, T	A:902, B:1403
8SZH	B	CLR	Cholesterol	Lipid	Cofactor	R	B:1401
8SZH	A, B	NAG	D-glcnac	Other		K, U, V	A:903, B:1404, B:1405
8SZI	B	CLR	Cholesterol	Lipid	Cofactor	P	B:1401
8SZI	A, B	PCW	1,2-dioleoyl-sn-glycero-3-phosphocholine	Lipid	Cofactor	I, Q	A:1001, B:1402
8SZI	A, B	NAG	D-glcnac	Other		J, R, S	A:1002, B:1403, B:1404
8T3O	R	PLM	Palmitic acid	Lipid	Cofactor	H	R:403
8T3O	R	2Y5	Phosphatidylinositol-4-phosphate	Other	Cofactor	G	R:402
8T3S	R	CLR	Cholesterol	Lipid	Cofactor	G	R:302
8T3S	R	PLM	Palmitic acid	Lipid	Cofactor	H, I	R:303, R:304
8T3V	R	CLR	Cholesterol	Lipid	Cofactor	F	R:301
8TF5	A	CLR	Cholesterol	Lipid	Cofactor	U	A:1220
8TF5	A	P15	2,5,8,11,14,17-hexaoxanonadecan-19-ol	Other	Cofactor	D, F	A:1203, A:1205
8TF5	A	OLC	1-oleoyl-r-glycerol	Lipid		B, C, L, M, O	A:1201, A:1202, A:1211, A:1212, A:1214
8TH3	A	Y01	Cholesterol hemisuccinate	Lipid		E, F	A:1401, A:1402
8U4S	C, G, R	CLR	Cholesterol	Lipid	Cofactor	J, L, M, O, P, R	R:701, R:703, C:701, C:703, G:701, G:703
8U4S	C, G, R	D21	(2r)-1-(hexadecanoyloxy)-3-(phosphonooxy)propan-2-yl (9z)-octadec-9-enoate	Other	Cofactor	K, N, Q	R:702, C:702, G:702
8W1V	B	AV0	Lauryl maltose neopentyl glycol	Detergent		G	B:1202
8WJX	R	CLR	Cholesterol	Lipid	Cofactor	G	R:602
8WM9	A, B	Y01	Cholesterol hemisuccinate	Lipid		D, E, F, G, H, I, J, K, L, M	A:601, A:602, A:603, A:604, A:605, B:601, B:602, B:603, B:604, B:605
8WPG	A, B	NAG	D-glcnac	Other		G, H, I, P, Q	B:901, B:902, B:903, A:901, A:902
8WPU	B	CLR	Cholesterol	Lipid	Cofactor	R	B:1110
8WPU	A, B	NAG	D-glcnac	Other		I, J, K, L, T, U, V, W, X	B:1101, B:1102, B:1103, B:1104, A:1102, A:1103, A:1104, A:1105, A:1106
8WRB	R	CLR	Cholesterol	Lipid	Cofactor	F	R:601
8WW2	R	PLM	Palmitic acid	Lipid	Cofactor	H	R:603
8WW2	R	Y01	Cholesterol hemisuccinate	Lipid		G	R:602
8X0F	A, B	NAG	D-glcnac	Other		C, F	A:901, B:901
8XOR	R	CLR	Cholesterol	Lipid	Cofactor	F, G, H, I, J, K	R:1401, R:1402, R:1403, R:1404, R:1405, R:1406
