,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note,PMID
100,benzphetamine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD046,-,Central Nervous System Stimulants,4,,-,approved,1960,,17139284|17016423
101,benztropine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD049,-,Antiparkinson,4,,-,approved,1954,,16460947
102,bepotastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,336,"bepotastine besilate,bepreve, talion",Anti-Allergic,4,,-,approved,2009,,16914135|11752352
103,betahistine,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0919,betahistine,vertigo,4,,-,approved,1970,,18447604|11700150
104,betahistine,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0920,betahistine,vertigo,4,,-,approved,1970,,18447604|11700150|20530654
105,betanechol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,648,dm-71,Antidiabetic,4,,-,approved,1970,,11798291|17413603
106,betaxolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD052,-,Antihypertensive,4,,-,approved,1985,,12181453|17513029|2077180|2891463|11752352
107,betazole,small molecule,Aminergic ,agonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD053,-,Diagnostic,4,,-,approved,1982,,2892392|3661710|2886642|2874214|7213132|11752352
108,bethanechol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_57,bethanechol,eosinophilic esophagitis,4,,-,approved,1948,,17139284|17016423|17413603|11798291|16953191
109,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352
110,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352
111,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352
112,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352|2545383
113,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352|2545383
114,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,,11752352|2545383
115,bilastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_359,bilastine,Anti-Allergic,4,,-,approved,2010,,27110120
116,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,,11740958|12222762|14733708|18452763|689791|19697832|17724194|11752352
117,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,,14733708|16877408
118,bimatoprost,small molecule,Lipid ,agonist,,primary,PTGER3,pe2r3_human,P43115,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,359,"bimatoprost,  agn 192024,lumigan",Antiglaucomic,4,,-,approved,2001,,14733708|19232013|16877408
119,biperiden,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD057,-,Antidyskinetics,4,,-,approved,1959,,17139284|17016423|10907719|9798802|10370904|8081071|11752352
120,bisoprolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD058,-,Antihypertensive,4,,-,approved,1992,,1280737|14757145|16325050|1676675|1691366|11752352
121,bitolterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_183,bitolterol,obstructive lung disease,4,,-,approved,1984,,17139284|17016423|10796631|3278878
122,bopindolol,small molecule,Aminergic ,partial agonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_371,bopindolol,Antihypertensive,4,,-,approved,-,,11752352|14608456|1687398|2148726|8884690|2907348
123,bosentan,small molecule,Peptide,antagonist,,primary,EDNRA,ednra_human,P25101,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,2053,tracleer,Antihypertensive,4,,-,approved,2001,,11728166|11752352|11447307|11704565|10961375|11849873
124,bosentan,small molecule,Peptide,antagonist,,primary,EDNRB,ednrb_human,P24530,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,2053,tracleer,Antihypertensive,4,,-,approved,2001,,11752352|7921608|16335785|9806221|7858879|15629255
125,brexpiprazole,small molecule,Aminergic ,partial agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1502,brexpiprazole,Anti-depressant,4,,-,approved,2015,,24947465
126,brexpiprazole,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1502,brexpiprazole,Anti-depressant,4,,-,approved,2015,,24947465
127,brexpiprazole,small molecule,Aminergic ,partial agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1502,brexpiprazole,Anti-depressant,4,,-,approved,2015,,24947465
128,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,385,"brimonidine tartrate,alphagan",Antiglaucomic,4,,-,approved,1996,,10799649|11481271|1373179|11752352
129,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,386,"brimonidine tartrate/timolol maleate,combigan",Antiglaucomic,4,,-,approved,1996,,10799649|11481271|1373179|11752352
130,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,385,"brimonidine tartrate,alphagan",Antiglaucomic,4,,-,approved,1996,,14610637|11606316|12670699|16757535
131,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,386,"brimonidine tartrate/timolol maleate,combigan",Antiglaucomic,4,,-,approved,1996,,14610637|11606316|12670699|16757535
132,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,385,"brimonidine tartrate,alphagan",Antiglaucomic,4,,-,approved,1996,,14610637|8097565
133,brimonidine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,386,"brimonidine tartrate/timolol maleate,combigan",Antiglaucomic,4,,-,approved,1996,,14610637|8097565
134,bromocriptine,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,389,"bromocriptine mesylate,cycloset, ergoset",Antidiabetic,4,,-,approved,1978,,12010185|11752352|18691132|10641988|10626749|12753422|10721819|11444429
135,bromocriptine,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,389,"bromocriptine mesylate,cycloset, ergoset",Antidiabetic,4,,-,approved,1978,,18691132|10641988
136,bromodiphenhydramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD062,-,Anti-Allergic,4,,-,approved,1954,,17139284|17016423|11752352
137,bromopride,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_366,bromopride,Antiemetics,4,,-,approved,-,,14871277
138,brompheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD063,-,Anti-Allergic,4,,-,approved,1957,,1680053|1970615|7714410|7855217|10212017|11752352
139,buclizine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD064,-,Antiemetics,4,,-,approved,1982,,17139284|17016423
140,buclizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD064,-,Antiemetics,4,,-,approved,1982,,17139284|17016423|11752352
141,bupranolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_369,bupranolol,Antihypertensive,4,,-,approved,-,,19439807
142,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,333,"bema buprenorphine, buccal mucosa adhesive",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
143,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,406,"buprenorphine + naloxone,suboxone",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
144,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,407,"buprenorphine subcutaneous implant,probuphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,2016,,10729371|10942856|11275413|12435410|15100703|11752352
145,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,408,"buprenorphine sublingual tablet,subutex",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
146,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,409,"butrans is a transdermal patch formulation of  buprenorphine, a partial agonist at mu opioid receptors and an antagonist at kappa opioid receptors. it is indicated as an analgesics to deliver continuous pain relief for seven days.  the efficacy of butrans",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
147,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0045,"butab, rel-1028, oral, enteric-coated buprenorphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
148,buprenorphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0514,"ox219, buprenorphine + naloxone sublingual tablet",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,10729371|10942856|11275413|12435410|15100703|11752352
149,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,333,"bema buprenorphine, buccal mucosa adhesive",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
150,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,406,"buprenorphine + naloxone,suboxone",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
151,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,407,"buprenorphine subcutaneous implant,probuphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,2016,,17244875|16953647
152,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,408,"buprenorphine sublingual tablet,subutex",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
153,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,409,"butrans is a transdermal patch formulation of  buprenorphine, a partial agonist at mu opioid receptors and an antagonist at kappa opioid receptors. it is indicated as an analgesics to deliver continuous pain relief for seven days.  the efficacy of butrans",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
154,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmar2016_0047,"butab, rel-1028, oral, enteric-coated buprenorphine",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
155,buprenorphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,MMAmay2016_0516,"ox219, buprenorphine + naloxone sublingual tablet",Anti-depressant; Analgesics; opioid addiction,4,,-,approved,1981,,17244875|16953647
156,buserelin,peptide,Peptide,not available,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,ASH_Oct2016_426,buserelin,LHRH analogue,4,,-,approved,-,,20053189
157,buspirone,small molecule,Aminergic ,partial agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,NRDD066,-,Anti-anxiety,4,,-,approved,1986,,10027850|10064829|10215901|10221756|10428422|11752352|14769835
158,buspirone,small molecule,Aminergic ,partial agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,NRDD066,-,Anti-anxiety,4,,-,approved,1986,,12781354|11421254|11224194|14522358|16214127
159,butorphanol,small molecule,Peptide,partial agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,NRDD070,-,Analgesics,4,,-,approved,1978,,10381785|10779697|12127012|12470863|15942128|8968334|8746803|7705457|2555580|17909753
160,butorphanol,small molecule,Peptide,partial agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,NRDD070,-,Analgesics,4,,-,approved,1978,,10381785|12127012|12470863|15942128|8968334|8746803|9399970|7705457|17909753
161,butorphanol,small molecule,Peptide,partial agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,NRDD070,-,Analgesics,4,,-,approved,1978,,12127012|12470863|15942128|8968334|8746803|7705457|17909753|11752352
162,butriptyline,small molecule,Peptide,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,ASH_Oct2016_363,butriptyline,Anti-depressant,4,,-,approved,1974,,6086881|3816971|9537821
163,butriptyline,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_365,butriptyline,Anti-depressant,4,,-,approved,1974,,6086881|3816971|9537821
164,cabergoline,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,NRDD071,-,Antiparkinson,4,,-,approved,1996,,11752352|12464354|12008749|12721865|15341508|8951172|11436517|18303487
165,caffeine,small molecule,Nucleotide ,antagonist,,primary,ADORA1,aa1r_human,P30542,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,NRDD072,-,Central Nervous System Stimulants,4,,-,approved,1999,,16702031|17372967|17126319|17162470|17085856|11752352
166,caffeine,small molecule,Nucleotide ,antagonist,,primary,ADORA2A,aa2ar_human,P29274,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,NRDD072,-,Central Nervous System Stimulants,4,,-,approved,1999,,17558310|17577101|17616786|11752352
167,calcitonin human,peptide,Peptide,agonist,,primary,CALCR,calcr_human,P30988,Class B1 (Secretin),GPCR;Secretin,Calcitonin receptors,established,ASH_Sep2016_324,calcitonin human,parathyroid disease,4,,-,approved,1986,endogenous ligand,22461211
168,calcitonin salmon recombinant,peptide,Peptide,agonist,,primary,CALCR,calcr_human,P30988,Class A (Rhodopsin),GPCR;Secretin,Adrenoceptors,established,ASH_Oct2016_418,calcitonin (salmon),Paget's disease,4,,-,approved,2005,,7610922
169,calcitonin salmon recombinant,peptide,Peptide,agonist,,primary,CALCR,calcr_human,P30988,Class B1 (Secretin),GPCR;Secretin,Calcitonin receptors,established,ASH_Sep2016_321,calcitonin salmon recombinant,osteitis deformans,4,,-,approved,2005,,7610922
170,calcitonin salmon recombinant,peptide,Peptide,agonist,,primary,CALCR,calcr_human,P30988,Class B1 (Secretin),GPCR;Secretin,Calcitonin receptors,established,ASH_Sep2016_323,calcitonin salmon,postmenopausal osteoporosis,4,,-,approved,1978,,7610922
171,candesartan cilexetil,small molecule,Peptide,antagonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,427,"candesartan cilexetil,atacand",Antihypertensive,4,,-,approved,1998,,19436650|17588300
172,cangrelor,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,428,"cangrelor, ar69931",antithrombotic,4,,-,approved,2015,,26402735
173,captodiame,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_399,captodiame,anxiolytic,4,,-,approved,-,,23863923
174,captodiame,small molecule,Aminergic ,antagonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_400,captodiame,anxiolytic,4,,-,approved,-,,23863923
