,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
110,tetrahydrozoline,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_85,tetrahydrozoline,eye allergy,4,,-,approved,1979,
111,tetryzoline,small molecule,Peptide ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class B1 (Secretin),GPCR;Rhodopsin,Calcitonin receptors,established,ASH_Oct2016_411,tetryzoline,"for eye irritation, decongestant",4,,-,approved,1982,
112,thioproperazine,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Oct2016_376,thioproperazine,Antipsychotic,4,,-,approved,1962,
113,thioridazine,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD521,-,schizophrenia,4,,-,approved,1962,
114,tolazoline,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD530,-,Antihypertensive,4,,-,approved,1948,
115,trifluoperazine,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD541,-,Antiemetics; Antipsychotic,4,,-,approved,1959,
116,trimipramine,small molecule,Aminergic ,antagonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_89,trimipramine,unipolar depression,4,,-,approved,1979,
117,xylometazoline,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_404,xylometazoline,decongestant,4,,-,approved,1959,
118,agn-214868,small molecule,Aminergic ,antagonist,,,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,85,"agn-214868, Senrebotase",Analgesics; neuralgia,2,2012,Terminated,in trial,-,Lack of efficacy
119,alfuzosin,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,107,"alfuzosin,uroxatral",benign prostatic hyperplasia,4,,-,approved,2003,
120,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,
121,carvedilol,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_91,carvedilol,Antihypertensive,4,,-,approved,1995,
122,dapiprazole,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD141,-,opthalmological,4,,-,approved,1990,
123,debrisoquin,small molecule,Aminergic ,not available,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD143,-,Antihypertensive,4,,-,approved,1970,Approved from before 1970
124,dipivefrin,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_103,dipivefrin,Antiglaucomic,4,,-,approved,1980,
125,doxazosin,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD187,-,Anticholesteremic ; Antihypertensive ; Vasodilator,4,,-,approved,1990,
126,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,
127,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
128,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_100,ergoloid,cardiovascular disease,4,,-,approved,1953,
129,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_99,ergotamine,Anti-migraine,4,,-,approved,1960,
130,indoramin,small molecule,Aminergic ,not available,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_431,indoramin,Antihypertensive,4,,-,approved,1993,
131,labetalol,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD296,-,Antihypertensive,4,,-,approved,1984,
132,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
133,lisdexamfetamine,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD306,-,Central Nervous System Stimulants,4,,-,approved,2007,FDA approval 2007 for ADHD; pro-drug of dextroamphetamine so not NME
134,mephentermine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_90,mephentermine,cardiovascular disease,4,,-,approved,1951,
135,metaraminol,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_92,metaraminol,cardiovascular disease,4,,-,approved,1954,
136,methoxamine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD343,-,Antihypotensive ; Vasoconstrictor,4,,-,approved,1982,
137,midodrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD365,-,Antihypotensive ; Vasoconstrictor,4,,-,approved,1996,
138,min-117,small molecule,Aminergic ,not available,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAapril2016_0207,min-117,Anti-depressant,2,2016,Completed,in trial,-,
139,naphazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_96,naphazoline,nasal obstruction,4,,-,approved,1971,
140,nefazodone,small molecule,Aminergic ,unknown,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD380,-,Anti-depressant,4,,-,approved,1994,
141,norepinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD395,-,Antihypotensive ; Vasoconstrictor,4,,-,approved,1950,
142,norepinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2273,dermx,for prevention of dermatitis during radiotherapy,4,,-,approved,1950,
143,olanzapine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
144,olanzapine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
145,olanzapine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,MMAmay2016_0206,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
146,olanzapine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
147,olanzapine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
148,oxymetazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_98,oxymetazoline,Antiglaucomic,4,,-,approved,1986,
149,phendimetrazine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD427,-,Appetite suppressant,4,,-,approved,1976,
150,phenoxybenzamine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_95,phenoxybenzamine,adrenal gland pheochromocytoma,4,,-,approved,1953,
151,phentolamine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_102,phentolamine,cardiovascular disease,4,,-,approved,1952,
152,phenylephrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1675,"psd-503, phenylephrine",incontinence,4,,-,approved,1952,
153,prazosin,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD453,-,Antihypertensive ; antispasmodics,4,,-,approved,1976,
154,promazine,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
155,propericiazine,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD466,-,schizophrenia,4,,-,approved,-,Not FDA approved but used in other countries
156,propiomazine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
157,rauwolfia serpentina,small molecule,Aminergic ,antagonist,,,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_93,rauwolfia serpentina,Antihypertensive,4,,-,approved,-,active ingrediant seems to be resperine - which targets Synaptic vesicular amine transporter
158,sertindole,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1838,serdolect,schizophrenia,3,2015,recruiting,withdrawn,1998,Not FDA approved but used in other countries; was withdrawn in 1996 but looks to be approved again in Europe and soon to market
159,sou-001,small molecule,Aminergic ,not available,,,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1881,"sou-001, drp-001",incontinence,2,2006,discontinued,in trial,-,
160,tamsulosin,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1946,"tamsulosin, ym-617,harnal, flomax",urinary symptoms associated with BPH,4,,-,approved,1997,
161,terazosin,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD514,-,Antineoplastic s; Antihypertensive,4,,-,approved,1987,
162,tetrahydrozoline,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_94,tetrahydrozoline,nasal obstruction,4,,-,approved,1979,
163,thioproperazine,small molecule,Aminergic ,antagonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Oct2016_374,thioproperazine,Antipsychotic,4,,-,approved,1962,
164,tolazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_97,tolazoline,cardiovascular disease,4,,-,approved,1948,
165,trimipramine,small molecule,Aminergic ,antagonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_101,trimipramine,unipolar depression,4,,-,approved,1979,
166,agn-214868,small molecule,Aminergic ,antagonist,,,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,85,"agn-214868, Senrebotase",Analgesics; neuralgia,2,2012,Terminated,in trial,-,Lack of efficacy
167,alfuzosin,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,107,"alfuzosin,uroxatral",benign prostatic hyperplasia,4,,-,approved,2003,
168,bethanidine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD055,-,Antihypertensive,4,,-,approved,1982,
169,carvedilol,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_107,carvedilol,Antihypertensive,4,,-,approved,1995,
170,cicletanine ,small molecule,Aminergic ,not available,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2271,cicletanine hydrochloride,Antihypertensive,2,2016,Not open yet,in trial,-,
171,dapiprazole,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD141,-,opthalmological,4,,-,approved,1990,
172,debrisoquin,small molecule,Aminergic ,not available,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD143,-,Antihypertensive,4,,-,approved,1970,Approved from before 1970
173,dipivefrin,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_106,dipivefrin,Antiglaucomic,4,,-,approved,1980,
174,doxazosin,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD187,-,Anticholesteremic ; Antihypertensive ; Vasodilator,4,,-,approved,1990,
175,droxidopa,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2272,droxidopa,orthostatic hypotension,4,,-,approved,2014,
176,epinephrine,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
177,ergoloid,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_109,ergoloid,cardiovascular disease,4,,-,approved,1953,
178,ergotamine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_112,ergotamine,Anti-migraine,4,,-,approved,1960,
179,indoramin,small molecule,Aminergic ,not available,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_433,indoramin,Antihypertensive,4,,-,approved,1993,
180,labetalol,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_116,labetalol,cardiovascular disease,4,,-,approved,1984,
181,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
182,mephentermine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_105,mephentermine,cardiovascular disease,4,,-,approved,1951,
183,metaraminol,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_110,metaraminol,cardiovascular disease,4,,-,approved,1954,
184,methoxamine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_119,methoxamine,cardiovascular disease,4,,-,approved,1982,
185,midodrine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_104,midodrine,cardiovascular disease,4,,-,approved,1996,
186,naphazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_111,naphazoline,eye allergy,4,,-,approved,1971,
187,norepinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD395,-,Antihypotensive ; Vasoconstrictor,4,,-,approved,1950,
188,norepinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2273,dermx,for prevention of dermatitis during radiotherapy,4,,-,approved,1950,
189,oxymetazoline,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_115,oxymetazoline,allergic conjunctivitis,4,,-,approved,1986,
190,phenoxybenzamine,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_114,phenoxybenzamine,adrenal gland pheochromocytoma,4,,-,approved,1953,
191,phentolamine,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_117,phentolamine,cardiovascular disease,4,,-,approved,1952,
192,phenylephrine,small molecule,Aminergic ,agonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1675,"psd-503, phenylephrine",incontinence,4,,-,approved,1952,
193,prazosin,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD453,-,Antihypertensive ; antispasmodics,4,,-,approved,1976,
194,promazine,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
195,propericiazine,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD466,-,schizophrenia,4,,-,approved,-,Not FDA approved but used in other countries
196,propiomazine,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
197,rauwolfia serpentina,small molecule,Aminergic ,antagonist,,,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_108,rauwolfia serpentina,Antihypertensive,4,,-,approved,-,active ingrediant seems to be resperine - which targets Synaptic vesicular amine transporter
198,sertindole,small molecule,Aminergic ,antagonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1838,serdolect,schizophrenia,3,2015,recruiting,withdrawn,1998,Not FDA approved but used in other countries; was withdrawn in 1996 but looks to be approved again in Europe and soon to market
199,sou-001,small molecule,Aminergic ,not available,,,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1881,"sou-001, drp-001",incontinence,2,2006,discontinued,in trial,-,
