,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
110,lurasidone,small molecule,Aminergic ,antagonist,,secondary,HTR7,5ht7r_human,P34969,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1184,"lurasidone, sm-13496,latuda",schizophrenia,4,,-,approved,2010,
111,almorexant,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile
112,almorexant,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile
113,ly2140023,small molecule,Amino acid ,agonist,,primary,GRM2,grm2_human,Q14416,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,1190,"ly2140023, Pomaglumetad methionil, LY 404039, LY 2140023",schizophrenia,3,2011,discontinued,in trial,-,Ely Lily discontinued due to lack of efficacy
114,ly2140023,small molecule,Amino acid ,agonist,,primary,GRM3,grm3_human,Q14832,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,1190,"ly2140023, Pomaglumetad methionil, LY 404039, LY 2140023",schizophrenia,3,2011,discontinued,in trial,-,Ely Lily discontinued due to lack of efficacy
115,almotriptan,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,120,"almotriptan,axert, almogran, amignul",Anti-migraine,4,,-,approved,2001,
116,almotriptan,small molecule,Aminergic ,agonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,120,"almotriptan,axert, almogran, amignul",Anti-migraine,4,,-,approved,2001,
117,m0002,small molecule,Peptide,antagonist,,primary,AVPR2,v2r_human,P30518,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1204,m0002,ascites,2,2010,discontinued,in trial,-,
118,morphine,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1207,"m6g, cee 04-410",Analgesics,3,2008,completed,in trial,-,
119,morphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1207,"m6g, cee 04-410",Analgesics,3,2008,completed,in trial,-,
120,morphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1207,"m6g, cee 04-410",Analgesics,3,2008,completed,in trial,-,
121,macitentan,small molecule,Peptide,antagonist,,primary,EDNRA,ednra_human,P25101,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,1209,"macitentan , act-064992",cardiovascular disease,4,,-,approved,2013,
122,macitentan,small molecule,Peptide,antagonist,,primary,EDNRB,ednrb_human,P24530,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,1210,"macitentan, act-064992",cardiovascular disease,4,,-,approved,2013,
123,dihydroergotamine,small molecule,Aminergic ,agonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1214,"map-0004, tempo migraine,levadex",Anti-migraine,4,,-,approved,1997,
124,dihydroergotamine,small molecule,Aminergic ,agonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1214,"map-0004, tempo migraine,levadex",Anti-migraine,4,,-,approved,1997,
125,formoterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1215,map-0005,Bronchodilator,4,,-,approved,2001,
126,mar701,peptide,Peptide,agonist,,primary,GIPR,gipr_human,P48546,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,not established,1217,mar701,Antidiabetic,1,2011,discontinued,in trial,-,
127,mar701,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1217,mar701,Antidiabetic,1,2011,discontinued,in trial,-,
128,morphine,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1984,
129,morphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1984,
130,morphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1984,
131,naltrexone,small molecule,Peptide,antagonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1998,
132,naltrexone,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1998,
133,naltrexone,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,122,"alo-01, morphine sulfate and naltrexone hydrochloride,embeda, kadian nt",Analgesics,4,,-,approved,1998,
134,mbx-2982,small molecule,Lipid ,agonist,,primary,GPR119,gp119_human,Q8TDV5,Class A (Rhodopsin),GPCR;Rhodopsin,"GPR18, GPR55 and GPR119",not established,1225,mbx-2982,Antidiabetic,2,2009,discontinued,in trial,-,
135,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
136,mc-1,small molecule,Orphan ,antagonist,,primary,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
137,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
138,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
139,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
140,mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY4,p2ry4_human,P51582,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
141,mc-1,small molecule,Orphan ,antagonist,,primary,P2RY8,p2ry8_human,Q86VZ1,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
142,mc-1,small molecule,Lipid ,antagonist,,secondary,LPAR4,lpar4_human,Q99677,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (LPA) receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
143,mc-1,small molecule,Lipid ,antagonist,,secondary,LPAR6,lpar6_human,P43657,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (LPA) receptors,not established,1227,mc-1,cardioprotectant,3,2006,discontinued,in trial,-,"Had been mislabeled with trial name as mc-4232, but this is mc-1"
144,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY1,p2ry1_human,P47900,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
145,mc-4232 + mc-1,small molecule,Orphan ,antagonist,,primary,P2RY10,p2y10_human,O00398,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
146,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY11,p2y11_human,Q96G91,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
147,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
148,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY13,p2y13_human,Q9BPV8,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
149,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY14,p2y14_human,Q15391,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
150,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY2,p2ry2_human,P41231,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
151,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY4,p2ry4_human,P51582,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
152,mc-4232 + mc-1,small molecule,Nucleotide ,antagonist,,primary,P2RY6,p2ry6_human,Q15077,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
153,mc-4232 + mc-1,small molecule,Orphan ,antagonist,,primary,P2RY8,p2ry8_human,Q86VZ1,Class A (Rhodopsin),GPCR;Rhodopsin,Class A orphans,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
154,mc-4232 + mc-1,small molecule,Lipid ,antagonist,,secondary,LPAR4,lpar4_human,Q99677,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (LPA) receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
155,mc-4232 + mc-1,small molecule,Lipid ,antagonist,,secondary,LPAR6,lpar6_human,P43657,Class A (Rhodopsin),GPCR;Rhodopsin,Lysophospholipid (LPA) receptors,not established,1227,mc-4232 + mc-1,cardioprotectant,2,2005,discontinued,in trial,-,
156,mcd-386,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1228,mcd-386,Alzheimer's disease,1,2005,discontinued,in trial,-,
157,leuprolide,peptide,Peptide,agonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,1250,memryte,Alzheimer's disease,4,,-,approved,1985,
158,methylnaltrexone,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1262,methylnaltrexone,opioid-induced constipation,4,,-,approved,2008,
159,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1268,"metoclopramide hcl,metzoliv odt",motilitant; gastroesophageal reflux disease,4,,-,approved,1979,
160,metoclopramide,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1268,"metoclopramide hcl,metzoliv odt",motilitant; gastroesophageal reflux disease,4,,-,approved,1979,
161,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1269,"metoclopramide,emitasol, pramidin",Antiemetics,4,,-,approved,1979,
162,metoclopramide,small molecule,Aminergic ,antagonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1269,"metoclopramide,emitasol, pramidin",Antiemetics,4,,-,approved,1979,
163,metoprolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1270,"metoprolol succinate,toprol-xl",Antihypertensive,4,,-,approved,1978,
164,morphine,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1279,"mh-200, tak-453 sr, morphine hcl,anpec",Analgesics,3,2002,completed,in trial,-,
165,morphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1279,"mh-200, tak-453 sr, morphine hcl,anpec",Analgesics,3,2002,completed,in trial,-,
166,morphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1279,"mh-200, tak-453 sr, morphine hcl,anpec",Analgesics,3,2002,completed,in trial,-,
167,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,
168,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,128,"alprostadil,alista",sexual dysfunction,2,2006,discontinued,in trial,-,
169,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,
170,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,129,"alprostadil,femprox",sexual dysfunction,3,2008,suspended,in trial,-,
171,milveterol,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1290,"milveterol. td-3327, gsk-159797",Bronchodilator,2,2005,discontinued,in trial,-,
172,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1293,mirapex,Antiparkinson,4,,-,approved,1997,
173,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1293,mirapex,Antiparkinson,4,,-,approved,1997,
174,pramipexole,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,1293,mirapex,Antiparkinson,4,,-,approved,1997,
175,mirtazapine,small molecule,Aminergic ,antagonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1295,"mirtazapine,remeron, remeron soltab, reflex",Anti-depressant,4,,-,approved,1996,
176,mirtazapine,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1295,"mirtazapine,remeron, remeron soltab, reflex",Anti-depressant,4,,-,approved,1996,
177,mitemcinal,small molecule,Peptide,agonist,,primary,MLNR,mtlr_human,O43193,Class A (Rhodopsin),GPCR;Rhodopsin,Motilin receptors,not established,1296,"mitemcinal, gm-611",gastroparesis,2,2002,discontinued,in trial,-,
178,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,
179,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,130,"alprostadil,topiglan",sexual dysfunction,2,2004,discontinued,in trial,-,
180,laropiprant,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects
181,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",Antidyslipidaemic,3,2011,discontinued,in trial,-,
182,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",Antidyslipidaemic,3,2011,discontinued,in trial,-,
183,laropiprant,small molecule,Lipid ,antagonist,,primary,PTGDR,pd2r_human,Q13258,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",for counteracting niacin-induced flushing,3,2007,discontinued,in trial,-,Side effects
184,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",Antidyslipidaemic,3,2011,discontinued,in trial,-,
185,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",Antidyslipidaemic,3,2011,discontinued,in trial,-,
186,suvorexant,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,1304,mk-4305,Hypnotics and Sedatives,4,,-,approved,2014,
187,suvorexant,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,1304,mk-4305,Hypnotics and Sedatives,4,,-,approved,2014,
188,mkc-253,protein,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1308,mkc-253,Antidiabetic,1,2008,discontinued,in trial,-,
189,plozalizumab,antibody,Protein,antagonist,MLN-1202,primary,CCR2,ccr2_human,P41597,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,1310,mln-1202,Anti-inflammatory ; DMARD; Diabetic neophropathy,2,2009,discontinued,in trial,-,
190,plozalizumab,antibody,Protein,antagonist,MLN-1202,primary,CCR2,ccr2_human,P41597,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,1310,mln-1202,Antineoplastic,2,2015,completed,in trial,-,added entry - new indication
