,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
124,1976,Class A (Rhodopsin),small molecule,amphetamine,taar1_human,TAAR1,1976,-,413,cognitive dysfunction; ADHD,Aminergic ,,approved,Trace amine receptors,GPCR;Rhodopsin,established,"c105, levo-amphetamine sulfate",Q96RJ0
125,1976,Class A (Rhodopsin),small molecule,amphetamine,taar1_human,TAAR1,1976,-,MMAmay2016_0357,cognitive dysfunction; ADHD,Aminergic ,,approved,Trace amine receptors,GPCR;Rhodopsin,established,d-amphetamine transdermal system (d-ats),Q96RJ0
126,1976,Class A (Rhodopsin),small molecule,amphetamine,taar1_human,TAAR1,1976,-,MMAmay2016_0658,cognitive dysfunction; ADHD,Aminergic ,,approved,Trace amine receptors,GPCR;Rhodopsin,established,"hld-100, reformulated amphetamine",Q96RJ0
127,1976,Class A (Rhodopsin),small molecule,amphetamine,taar1_human,TAAR1,1976,-,1862,cognitive dysfunction; ADHD,Aminergic ,,approved,Trace amine receptors,GPCR;Rhodopsin,established,"sli 381, spd 465,adderall, adderall xr, adderall ir",Q96RJ0
128,0,Class A (Rhodopsin),small molecule,anamorelin,ghsr_human,GHSR,-,-,175,Appetite stimulant,Peptide ,,in trial,Ghrelin receptors,GPCR;Rhodopsin,not established,"anamorelin, rc-1291",Q92847
129,0,Class A (Rhodopsin),small molecule,anatibant,bkrb2_human,BDKRB2,-,-,177,traumatic brain injury,Peptide ,,in trial,Bradykinin receptors,GPCR;Rhodopsin,established,anatibant,P30411
130,0,Class A (Rhodopsin),small molecule,anileridine,oprm_human,OPRM1,,-,NRDD027,Analgesics; Narcotics,Peptide ,,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P35372
131,0,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm1_human,CHRM1,-,-,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229
132,0,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm2_human,CHRM2,-,-,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P08172
133,0,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm3_human,CHRM3,-,-,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P20309
134,0,Class A (Rhodopsin),small molecule,ap-1034,mshr_human,MC1R,-,-,189,Anti-obesity,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap1030,Q01726
135,0,Class A (Rhodopsin),small molecule,ap-1034,mc4r_human,MC4R,-,-,189,Anti-obesity,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap1030,P32245
136,0,Class A (Rhodopsin),peptide,ap214,mshr_human,MC1R,-,-,2538,post-surgical kidney injury,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap214,Q01726
137,0,Class A (Rhodopsin),peptide,ap214,mc3r_human,MC3R,-,-,2538,post-surgical kidney injury,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap214,P41968
138,0,Class A (Rhodopsin),peptide,ap214,mc4r_human,MC4R,-,-,2538,post-surgical kidney injury,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap214,P32245
139,0,Class A (Rhodopsin),peptide,ap214,mc5r_human,MC5R,-,-,2538,post-surgical kidney injury,Peptide ,,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,ap214,P33032
140,0,Class A (Rhodopsin),small molecule,apd125,5ht2a_human,HTR2A,-,-,192,insomnia,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,apd125,P28223
141,0,Class A (Rhodopsin),small molecule,apd334,s1pr1_human,S1PR1,-,-,MMAmay2016_0282,for autoimmune disorders,Lipid ,,in trial,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,apd334,P21453
142,0,Class A (Rhodopsin),small molecule,apd421,drd2_human,DRD2,-,-,193,Antiemetics,Aminergic ,,in trial,Dopamine receptors,GPCR;Rhodopsin,established,apd421,P14416
143,0,Class A (Rhodopsin),small molecule,apd597,gp119_human,GPR119,-,-,2469,Antidiabetic,Lipid ,,in trial,"GPR18, GPR55 and GPR119",GPCR;Rhodopsin,not established,apd597,Q8TDV5
144,0,Class A (Rhodopsin),small molecule,apd668,gp119_human,GPR119,-,-,194,Antidiabetic,Lipid ,,in trial,"GPR18, GPR55 and GPR119",GPCR;Rhodopsin,not established,apd668,Q8TDV5
145,0,Class A (Rhodopsin),small molecule,apd791,5ht2a_human,HTR2A,-,-,195,antithrombotic,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,apd791,P28223
146,0,Class A (Rhodopsin),small molecule,apd811,pi2r_human,PTGIR,-,-,MMAmay2016_0283,Antihypertensive,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,apd811,P43119
147,0,Class A (Rhodopsin),small molecule,apd916,hrh3_human,HRH3,-,-,196,sleep disorders; narcolepsy,Aminergic ,,in trial,Histamine receptors,GPCR;Rhodopsin,established,apd916,Q9Y5N1
148,0,Class A (Rhodopsin),peptide,apelin,apj_human,APLNR,-,-,MMAjun2016_0045,Cardiovascular disorders; Insulin sensitivity,Peptide ,,in trial,Apelin receptors,GPCR;Rhodopsin,not established,apelin,P35414
149,0,Class A (Rhodopsin),small molecule,"api246,  srx246",v1ar_human,AVPR1A,-,-,MMAjun2016_0005,Treatment of affective and anger disorders,Peptide ,,in trial,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"api246,  srx246",P37288
150,0,Class A (Rhodopsin),small molecule,aplindore,drd2_human,DRD2,-,-,203,Antiparkinson ; restlegs legs syndrome,Aminergic ,,in trial,Dopamine receptors,GPCR;Rhodopsin,established,"aplindore, dab-452",P14416
151,2001,Class A (Rhodopsin),small molecule,apomorphine,drd2_human,DRD2,20012004,2004,206,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hcl,uprima, ixense",P14416
152,2001,Class A (Rhodopsin),small molecule,apomorphine,drd3_human,DRD3,20012004,2004,206,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hcl,uprima, ixense",P35462
153,2001,Class A (Rhodopsin),small molecule,apomorphine,drd4_human,DRD4,20012004,2004,206,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hcl,uprima, ixense",P21917
154,2001,Class A (Rhodopsin),small molecule,apomorphine,drd2_human,DRD2,20012004,2004,207,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hydrochloride,apokyn, apo-go",P14416
155,2001,Class A (Rhodopsin),small molecule,apomorphine,drd3_human,DRD3,20012004,2004,207,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hydrochloride,apokyn, apo-go",P35462
156,2001,Class A (Rhodopsin),small molecule,apomorphine,drd4_human,DRD4,20012004,2004,207,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"apomorphine hydrochloride,apokyn, apo-go",P21917
157,2001,Class A (Rhodopsin),small molecule,apomorphine,drd2_human,DRD2,20012004,2004,976,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"inhaled apomorphine hydrochloride, vr004, vr-040, vr-400",P14416
158,2001,Class A (Rhodopsin),small molecule,apomorphine,drd3_human,DRD3,20012004,2004,976,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"inhaled apomorphine hydrochloride, vr004, vr-040, vr-400",P35462
159,2001,Class A (Rhodopsin),small molecule,apomorphine,drd4_human,DRD4,20012004,2004,976,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"inhaled apomorphine hydrochloride, vr004, vr-040, vr-400",P21917
160,2001,Class A (Rhodopsin),small molecule,apomorphine,drd2_human,DRD2,20012004,2004,1009,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,intranasal apomorphine,P14416
161,2001,Class A (Rhodopsin),small molecule,apomorphine,drd3_human,DRD3,20012004,2004,1009,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,intranasal apomorphine,P35462
162,2001,Class A (Rhodopsin),small molecule,apomorphine,drd4_human,DRD4,20012004,2004,1009,sexual dysfunction in women; erectile dysfunction; Antiparkinson,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,intranasal apomorphine,P21917
163,1987,Class A (Rhodopsin),small molecule,apraclonidine,ada2a_human,ADRA2A,1987,1987,NRDD032,Antiglaucomic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08913
164,2003,Class A (Rhodopsin),small molecule,aprepitant,nk1r_human,TACR1,2003,2003,209,Antiemetics,Peptide ,,approved,Tachykinin receptors,GPCR;Rhodopsin,established,"aprepitant, mk-869, fosaprepitant dimeglumine, mk-0517,emend",P25103
165,0,Class C (Glutamate) ,small molecule,arbaclofen,gabr1_human,GABBR1,-,-,216,Fragile X syndrome,Amino acid ,,in trial,GABAB receptors,GPCR;Glutamate,established,arbaclofen,Q9UBS5
166,0,Class C (Glutamate) ,small molecule,arbaclofen,gabr2_human,GABBR2,-,-,216,Fragile X syndrome,Amino acid ,,in trial,GABAB receptors,GPCR;Glutamate,established,arbaclofen,O75899
167,1997,Class A (Rhodopsin),small molecule,arbutamine,adrb1_human,ADRB1,-,1997,NRDD034,Cardiotonic,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588
168,2006,Class A (Rhodopsin),small molecule,arformoterol,adrb2_human,ADRB2,2006,-,NRDD036,Bronchodilator,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P07550
169,2006,Class A (Rhodopsin),small molecule,arformoterol,adrb2_human,ADRB2,2006,-,2276,Bronchodilator,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,brovana,P07550
170,0,Class A (Rhodopsin),small molecule,ari-3037mo,hcar2_human,HCAR2,-,-,226,Vitamin B analog; for treatment for hyperlipidemia,Alicarboxylic acid ,,in trial,Hydroxycarboxylic acid receptors,GPCR;Rhodopsin,established,ari-3037mo,Q8TDS4
171,0,Class A (Rhodopsin),small molecule,ari-3037mo,hcar3_human,HCAR3,-,-,226,Vitamin B analog; for treatment for hyperlipidemia,Alicarboxylic acid ,,in trial,Hydroxycarboxylic acid receptors,GPCR;Rhodopsin,established,ari-3037mo,P49019
172,2002,Class A (Rhodopsin),small molecule,aripiprazole,drd2_human,DRD2,2002,2002,22,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,abilify,P14416
173,2002,Class A (Rhodopsin),small molecule,aripiprazole,5ht1a_human,HTR1A,2002,2002,22,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,abilify,P08908
174,2002,Class A (Rhodopsin),small molecule,aripiprazole,5ht2a_human,HTR2A,2002,2002,22,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,abilify,P28223
175,2002,Class A (Rhodopsin),small molecule,aripiprazole,5ht1a_human,HTR1A,2002,2002,MMAmay2016_0260,Antipsychotic ; schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 9070,P08908
176,2002,Class A (Rhodopsin),small molecule,aripiprazole,drd2_human,DRD2,2002,2002,MMAmay2016_0261,Antipsychotic ; schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 9070,P14416
177,2002,Class A (Rhodopsin),small molecule,aripiprazole,5ht2a_human,HTR2A,2002,2002,MMAmay2016_0262,Antipsychotic ; schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 9070,P28223
178,0,Class A (Rhodopsin),small molecule,arry-502,pd2r2_human,GPR44,-,-,MMAapril2016_0314,Anti-Allergic,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,not established,arry-502,Q9Y5Y4
179,2009,Class A (Rhodopsin),small molecule,asenapine,ada1a_human,ADRA1A,20092010,2009,250,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,asenapine,P35348
180,2009,Class A (Rhodopsin),small molecule,asenapine,ada2a_human,ADRA2A,20092010,2009,250,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,asenapine,P08913
181,2009,Class A (Rhodopsin),small molecule,asenapine,ada2b_human,ADRA2B,20092010,2009,250,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,asenapine,P18089
182,2009,Class A (Rhodopsin),small molecule,asenapine,ada2c_human,ADRA2C,20092010,2009,250,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,asenapine,P18825
183,2009,Class A (Rhodopsin),small molecule,asenapine,drd1_human,DRD1,20092010,2009,250,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,asenapine,P21728
184,2009,Class A (Rhodopsin),small molecule,asenapine,drd2_human,DRD2,20092010,2009,250,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,asenapine,P14416
185,2009,Class A (Rhodopsin),small molecule,asenapine,drd3_human,DRD3,20092010,2009,250,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,asenapine,P35462
186,2009,Class A (Rhodopsin),small molecule,asenapine,drd4_human,DRD4,20092010,2009,250,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,asenapine,P21917
187,2009,Class A (Rhodopsin),small molecule,asenapine,hrh1_human,HRH1,20092010,2009,250,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,asenapine,P35367
188,2009,Class A (Rhodopsin),small molecule,asenapine,hrh2_human,HRH2,20092010,2009,250,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,asenapine,P25021
189,2009,Class A (Rhodopsin),small molecule,asenapine,5ht1a_human,HTR1A,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P08908
190,2009,Class A (Rhodopsin),small molecule,asenapine,5ht1b_human,HTR1B,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P28222
191,2009,Class A (Rhodopsin),small molecule,asenapine,5ht2a_human,HTR2A,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P28223
192,2009,Class A (Rhodopsin),small molecule,asenapine,5ht2b_human,HTR2B,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P41595
193,2009,Class A (Rhodopsin),small molecule,asenapine,5ht2c_human,HTR2C,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P28335
194,2009,Class A (Rhodopsin),small molecule,asenapine,5ht5a_human,HTR5A,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P47898
195,2009,Class A (Rhodopsin),small molecule,asenapine,5ht6r_human,HTR6,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P50406
196,2009,Class A (Rhodopsin),small molecule,asenapine,5ht7r_human,HTR7,20092010,2009,250,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,asenapine,P34969
197,0,Class A (Rhodopsin),small molecule,asimadoline,oprk_human,OPRK1,-,-,253,Analgesics,Peptide ,,in trial,Opioid receptors,GPCR;Rhodopsin,established,asimadoline,P41145
198,0,Class A (Rhodopsin),small molecule,asm-024,adrb2_human,ADRB2,-,-,MMAmay2016_0687,Anti-Asthmatic ; COPD,Aminergic ,,in trial,Adrenoceptors,GPCR;Rhodopsin,established,asm-024,P07550
199,1988,Class A (Rhodopsin),small molecule,astemizole,hrh1_human,HRH1,,-,NRDD037,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
200,1981,Class A (Rhodopsin),small molecule,atenolol,adrb1_human,ADRB1,1981,1981,NRDD038,Anti-Arrhythmia ; Antihypertensive,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588
201,0,Class A (Rhodopsin),small molecule,athx-105,5ht2c_human,HTR2C,-,-,263,Anti-obesity,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,athx-105,P28335
202,0,Class A (Rhodopsin),small molecule,ati-7505,5ht4r_human,HTR4,-,-,265,Parasympathomimetic,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,ati-7505,Q13639
203,0,Class A (Rhodopsin),small molecule,ati-9242,drd2_human,DRD2,-,-,2423,schizophrenia,Aminergic ,,in trial,Dopamine receptors,GPCR;Rhodopsin,established,ati-9242,P14416
204,0,Class A (Rhodopsin),small molecule,ati-9242,5ht2a_human,HTR2A,-,-,2423,schizophrenia,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,ati-9242,P28223
205,0,Class A (Rhodopsin),small molecule,atrasentan,ednra_human,EDNRA,-,-,270,Antineoplastic,Peptide ,,in trial,Endothelin receptors,GPCR;Rhodopsin,established,"atrasentan, abt-627,xinlay",P25101
206,1973,Class A (Rhodopsin),small molecule,atropine,acm1_human,CHRM1,1973,-,977,nerve  antidote,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,inhaled atropine,P11229
207,1973,Class A (Rhodopsin),small molecule,atropine,acm2_human,CHRM2,1973,-,977,nerve  antidote,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,inhaled atropine,P08172
208,1973,Class A (Rhodopsin),small molecule,atropine,acm3_human,CHRM3,1973,-,977,nerve  antidote,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,inhaled atropine,P20309
209,1973,Class A (Rhodopsin),small molecule,atropine,acm4_human,CHRM4,1973,-,977,nerve  antidote,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,inhaled atropine,P08173
210,1973,Class A (Rhodopsin),small molecule,atropine,acm5_human,CHRM5,1973,-,977,nerve  antidote,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,inhaled atropine,P08912
211,0,Class A (Rhodopsin),small molecule,av608,nk1r_human,TACR1,-,-,278,Anti-depressant; irritable bowel syndrome; antispasmodic,Peptide ,,in trial,Tachykinin receptors,GPCR;Rhodopsin,established,av608,P25103
212,0,Class A (Rhodopsin),small molecule,ave-1625,cnr1_human,CNR1,-,-,284,Anti-obesity ; for treatment for Alzheimer's disease,Lipid ,,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,ave-1625,P21554
213,0,Class A (Rhodopsin),vaccine,avicine,lshr_human,LHCGR,-,-,563,Antineoplastic ; vaccine,Protein ,,in trial,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,"ctp-37,avicine",P22888
214,0,Class A (Rhodopsin),small molecule,avn-101,5ht6r_human,HTR6,-,-,290,Alzheimer's disease,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,avn-101,P50406
215,0,Class A (Rhodopsin),small molecule,avn-211,5ht6r_human,HTR6,-,-,291,schizophrenia,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,avn-211,P50406
216,0,Class A (Rhodopsin),small molecule,avn-322,5ht6r_human,HTR6,-,-,292,Alzheimer's disease,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,avn-322,P50406
217,0,Class A (Rhodopsin),small molecule,avn-397,5ht6r_human,HTR6,-,-,2490,Alzheimer's disease,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,avn-397,P50406
218,0,Class A (Rhodopsin),small molecule,avosentan,ednra_human,EDNRA,-,-,295,Antihypertensive,Peptide ,,in trial,Endothelin receptors,GPCR;Rhodopsin,established,"avosentan, spp 301",P25101
219,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa2ar_human,ADORA2A,-,-,2269,wound healing accelerant,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,avr123,P29274
220,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa2br_human,ADORA2B,-,-,2269,wound healing accelerant,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,avr123,P29275
221,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa3r_human,ADORA3,-,-,2269,wound healing accelerant,Nucleotide ,,in trial,Adenosine receptors,GPCR;Rhodopsin,established,avr123,P0DMS8
222,1977,Class A (Rhodopsin),small molecule,azatadine,hrh1_human,HRH1,1977,1977,NRDD041,Anti-Allergic,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367
