,helm_notation,molecule_chembl_id
231,PEPTIDE1{Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL266189
232,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL440426
233,PEPTIDE1{R.S.G.P.P.G.L.Q.G.R}$$$$,CHEMBL386724
234,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[lalloI].W}$$$$,CHEMBL412233
235,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.P.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL409323
236,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.P.G.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL440613
237,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.I.A.G.A.L.T.M}$$$$,CHEMBL411097
238,PEPTIDE1{G.L.Q.G.R.L.Q.R.P.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL410749
239,PEPTIDE1{G.L.Q.G.R.L.Q.P.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$,CHEMBL407866
240,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.P.G.I.L.T.M}$$$$,CHEMBL409392
241,PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.P.A.G.I.L.T.M}$$$$,CHEMBL268346
242,PEPTIDE1{P.D.C.C.R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$,CHEMBL439123
243,PEPTIDE1{[Glp].P.L.P.D.P.G.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$,CHEMBL427980
244,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[Chg].W}$$$$,CHEMBL411290
245,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[Phg].W}$$$$,CHEMBL439489
246,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dH].W}$$$$,CHEMBL383109
247,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].W.W}$$$$,CHEMBL216868
248,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dChg].W}$$$$,CHEMBL383113
249,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dI].W}$$$$,CHEMBL411933
250,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[X1384].W}$$$$,CHEMBL414596
251,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dQ].W}$$$$,CHEMBL264220
252,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dA].W}$$$$,CHEMBL439090
253,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dF].W}$$$$,CHEMBL411371
254,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dNva].W}$$$$,CHEMBL382683
255,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dPhg].W}$$$$,CHEMBL440254
256,PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dL].W}$$$$,CHEMBL439471
257,"PEPTIDE1{P.F.V.L.P.V.N}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$",CHEMBL276765
258,"PEPTIDE1{[X1979].Y.[dW].K.[dV].[dC].T.[am]}$PEPTIDE1,PEPTIDE1,6:R3-1:R3$$$",CHEMBL267870
259,"PEPTIDE1{[1-Nal].C.Y.[dW].K.[dV].[dC].T.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL414367
260,"PEPTIDE1{[ac].Y.[dC].[dD].[dP].[dC]}$PEPTIDE1,PEPTIDE1,6:R3-3:R3$$$",CHEMBL16475
261,"PEPTIDE1{[dP].A.[dA].[X1771]}$PEPTIDE1,PEPTIDE1,4:R2-1:R1$$$",CHEMBL279636
262,PEPTIDE1{A.G.E.R.I.V.D.I.I.A.T.D.I.Q.[am]}$$$$,CHEMBL265887
263,PEPTIDE1{Q.E.T.A.Y.F.L.L.K.L.A.G.R.[am]}$$$$,CHEMBL415120
264,PEPTIDE1{A.G.E.R.[lalloI].V.D.I.I.A.[am]}$$$$,CHEMBL406261
265,PEPTIDE1{F.P.R}$$$$,CHEMBL275366
266,PEPTIDE1{G.Y.I.E.A.E.V.I.[am]}$$$$,CHEMBL17485
267,PEPTIDE1{S.T.T.V.K.A.A.S.W.W.A.[am]}$$$$,CHEMBL409411
268,PEPTIDE1{D.D.D.D}$$$$,CHEMBL17411
269,PEPTIDE1{[Boc_D].D.D}$$$$,CHEMBL17577
270,PEPTIDE1{Y.[Nva].[dP].G.F.[dP]}$$$$,CHEMBL275646
271,PEPTIDE1{Y.V.[dP].G.F.[dP]}$$$$,CHEMBL279846
272,PEPTIDE1{[Boc_D].D.D.D}$$$$,CHEMBL17746
273,PEPTIDE1{D.A.D.D}$$$$,CHEMBL17373
274,PEPTIDE1{D.D.D}$$$$,CHEMBL276531
275,PEPTIDE1{G.D.F.E.E.I.P.E.E.Y.L.Q}$$$$,CHEMBL411059
276,PEPTIDE1{G.D.F.E.P.I.P.E.D.A.Y.D.E}$$$$,CHEMBL266165
277,PEPTIDE1{D.A.D}$$$$,CHEMBL17855
278,PEPTIDE1{Y.V.[dP].G.F.[dP].[am]}$$$$,CHEMBL17936
279,PEPTIDE1{Y.V.[dP].G.F.[Sar]}$$$$,CHEMBL277958
280,PEPTIDE1{[Boc_D].A.D.D}$$$$,CHEMBL17696
281,PEPTIDE1{Y.V.[dP].[Sar].F.[dP]}$$$$,CHEMBL557131
282,PEPTIDE1{Y.L.[dP].G.F.[dP]}$$$$,CHEMBL278055
283,"PEPTIDE1{[ac].C.E.[dH].[dF].[dR].W.C.K.[dP].[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$",CHEMBL265152
284,PEPTIDE1{[ac].M.E.H.F.R.W.G.[am]}$$$$,CHEMBL410411
285,"PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$",CHEMBL415666
286,PEPTIDE1{[meA].D.S.D.G.K}$$$$,CHEMBL17948
287,PEPTIDE1{A.D.S.D.G.K.[am]}$$$$,CHEMBL273314
288,PEPTIDE1{[X2].[Nle].G.W.[Nle].D.F.[am]}$$$$,CHEMBL384035
289,"PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$",CHEMBL262290
290,"PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[dP].V.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$",CHEMBL385007
291,"PEPTIDE1{S.Y.S.C.E.[dH].F.[dR].[X507].C.K.[dP].V}$PEPTIDE1,PEPTIDE1,10:R3-4:R3$$$",CHEMBL385232
292,,CHEMBL17976
293,PEPTIDE1{A.D.S.D.G.K}$$$$,CHEMBL18338
294,PEPTIDE1{[X95].[X96].[Nle].K.W.[Nle].D.F.[am]}$$$$,CHEMBL440259
295,PEPTIDE1{[Boc_E].[X96].[Nle].K.W.[Nle].D.F.[am]}$$$$,CHEMBL386304
296,PEPTIDE1{[X95].[X96].[Nle].[Nle].W.[Nle].D.F.[am]}$$$$,CHEMBL216831
297,"PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[dP].[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$",CHEMBL386617
298,PEPTIDE1{[dA].D.S.D.G.K}$$$$,CHEMBL278007
299,PEPTIDE1{A.G.S.D.G.K}$$$$,CHEMBL280257
300,PEPTIDE1{A.E.S.D.G.K}$$$$,CHEMBL18566
301,PEPTIDE1{[X684].Q.Y.A}$$$$,CHEMBL18664
302,PEPTIDE1{[X684].L.Y.A}$$$$,CHEMBL279315
303,"PEPTIDE1{P.R.G.D.G.[dP]}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL18562
304,PEPTIDE1{[X684].R.Y.A}$$$$,CHEMBL276923
305,PEPTIDE1{[X684].N.Y.A}$$$$,CHEMBL18476
306,PEPTIDE1{[Aib].[X155].[X155].[am]}$$$$,CHEMBL18872
307,PEPTIDE1{H.L.W.H.H.W.A.H.H.W.L.H.L.W.H.A.W}$$$$,CHEMBL213974
308,PEPTIDE1{[X684].P.Y.A}$$$$,CHEMBL276525
309,PEPTIDE1{K.A.W.K.K.A.K.K.K.W.K.K.L.A.K.K.W}$$$$,CHEMBL386601
310,PEPTIDE1{K.W.K.K.L.A.K.K.W}$$$$,CHEMBL262439
311,PEPTIDE1{[X684].W.Y.A}$$$$,CHEMBL19239
312,PEPTIDE1{[X684].S.Y.A}$$$$,CHEMBL278463
313,PEPTIDE1{[X684].H.Y.A}$$$$,CHEMBL19263
314,PEPTIDE1{[X684].E.Y.A}$$$$,CHEMBL277215
315,PEPTIDE1{[X684].A.Y.A}$$$$,CHEMBL18807
316,PEPTIDE1{[X684].D.Y.A}$$$$,CHEMBL18751
317,PEPTIDE1{[X684].F.Y.A}$$$$,CHEMBL277779
318,PEPTIDE1{[X684].M.Y.A}$$$$,CHEMBL274033
319,PEPTIDE1{[X684].G.Y.A}$$$$,CHEMBL18849
320,PEPTIDE1{[X684].Y.Y.A}$$$$,CHEMBL274032
321,PEPTIDE1{[X684].[lalloT].Y.A}$$$$,CHEMBL416176
322,PEPTIDE1{[X684].[lalloI].Y.A}$$$$,CHEMBL281346
323,PEPTIDE1{[X684].K.Y.A}$$$$,CHEMBL417093
324,PEPTIDE1{K.L.A.K.K.L.A.K.L.A.K.L.A.K.A.L}$$$$,CHEMBL408095
325,PEPTIDE1{K.L.F.K.K.F.A.K.K.F.L.K.L.F.K.A.W}$$$$,CHEMBL425446
326,"PEPTIDE1{[X2159].[dF].C.F.W.[Lys(Boc)].[dalloT].[dC].T}$PEPTIDE1,PEPTIDE1,8:R3-3:R3$$$",CHEMBL407643
327,"PEPTIDE1{[X2159].[dF].C.Y.W.[Lys(Boc)].[dalloT].[dC].T}$PEPTIDE1,PEPTIDE1,8:R3-3:R3$$$",CHEMBL410194
328,PEPTIDE1{[X806].V.V.N.D.L}$$$$,CHEMBL19662
329,PEPTIDE1{Y.V.V.N.D.[X274]}$$$$,CHEMBL278296
330,PEPTIDE1{[X1570].V.V.N.D.L}$$$$,CHEMBL19207
331,PEPTIDE1{K.K.L.L.K.L.L.K.K.L}$$$$,CHEMBL262640
332,PEPTIDE1{W.K.K.W.L.W.A.K.W}$$$$,CHEMBL264570
333,PEPTIDE1{K.K.W.W.K.W.W.K.K.W}$$$$,CHEMBL409133
334,PEPTIDE1{K.K.W.L.K.L.W.K.A.W}$$$$,CHEMBL217868
335,PEPTIDE1{[X619].V.V.N.D.L}$$$$,CHEMBL278822
336,PEPTIDE1{Y.V.V.N.D.[Nva]}$$$$,CHEMBL280714
337,PEPTIDE1{[X1108].V.V.N.D.L}$$$$,CHEMBL278300
338,PEPTIDE1{G.M.A.S.K.A.G.A.I.A.G.K}$$$$,CHEMBL263426
339,PEPTIDE1{K.L.W.K.K.W.A.K.K.W.L.K.L.W.K.A.W}$$$$,CHEMBL266640
340,PEPTIDE1{K.L.A.K.K.L.A.K.K.L.A.K.L.A.K.A.L}$$$$,CHEMBL437291
341,PEPTIDE1{K.E.D.A.A.D.K.F.E.R.Q.H.M.D.S}$$$$,CHEMBL387244
342,"PEPTIDE1{Y.G.G.F.[dD]}|PEPTIDE2{[dR].R}|PEPTIDE3{[dDab].R.P.K.L.K}$PEPTIDE3,PEPTIDE2,1:R3-2:R2|PEPTIDE1,PEPTIDE2,5:R2-1:R1|PEPTIDE1,PEPTIDE3,5:R3-1:R1$$$",CHEMBL386618
343,"PEPTIDE1{Y.G.G.F.D.R.R}|PEPTIDE2{[dDpr].R.P.K.L.K}$PEPTIDE2,PEPTIDE1,1:R3-7:R2$$$",CHEMBL407076
344,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI].P.M.S.[lalloI].[dP].P.[dE]}$$$$,CHEMBL266704
345,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI].P.M.S.[lalloI]}$$$$,CHEMBL216418
346,PEPTIDE1{K.E.E.A.A.A.K.F.E.R.Q.H.M.D.S}$$$$,CHEMBL409134
347,PEPTIDE1{K.E.T.A.A.A.K.F.E.R.Q.H.M.D.S}$$$$,CHEMBL436727
348,PEPTIDE1{K.E.E.A.A.E.K.F.E.R.Q.H.M.D.S}$$$$,CHEMBL438940
349,PEPTIDE1{[meY].V.V.N.D.L}$$$$,CHEMBL19875
350,"PEPTIDE1{[dalloI]}|PEPTIDE2{Y.G.G.F.L.D.R}|PEPTIDE3{[Orn].P.K.L.K}$PEPTIDE3,PEPTIDE1,1:R3-1:R2|PEPTIDE2,PEPTIDE1,7:R2-1:R1|PEPTIDE2,PEPTIDE3,6:R3-1:R1$$$",CHEMBL412413
351,"PEPTIDE1{[dalloI]}|PEPTIDE2{Y.G.G.F.L.D.R}|PEPTIDE3{[Dab].P.K.L.K}$PEPTIDE3,PEPTIDE1,1:R3-1:R2|PEPTIDE2,PEPTIDE1,7:R2-1:R1|PEPTIDE2,PEPTIDE3,6:R3-1:R1$$$",CHEMBL263366
352,"PEPTIDE1{[dalloI]}|PEPTIDE2{Y.G.G.F.L.D.R}|PEPTIDE3{[Dpr].P.K.L.K}$PEPTIDE3,PEPTIDE1,1:R3-1:R2|PEPTIDE2,PEPTIDE1,7:R2-1:R1|PEPTIDE2,PEPTIDE3,6:R3-1:R1$$$",CHEMBL264481
353,PEPTIDE1{Y.G.G.F.D.R.R.I.R.P.K.L.K}$$$$,CHEMBL406899
354,"PEPTIDE1{Y.G.G.F.[dD]}|PEPTIDE2{[dR].R}|PEPTIDE3{[dOrn].R.P.K.L.K}$PEPTIDE3,PEPTIDE2,1:R3-2:R2|PEPTIDE1,PEPTIDE2,5:R2-1:R1|PEPTIDE1,PEPTIDE3,5:R3-1:R1$$$",CHEMBL414921
355,"PEPTIDE1{Y.G.G.F.[dD]}|PEPTIDE2{[dR].R}|PEPTIDE3{[dDpr].R.P.K.L.K}$PEPTIDE3,PEPTIDE2,1:R3-2:R2|PEPTIDE1,PEPTIDE2,5:R2-1:R1|PEPTIDE1,PEPTIDE3,5:R3-1:R1$$$",CHEMBL412364
356,PEPTIDE1{Y.V.V.N.D.[Cha]}$$$$,CHEMBL277698
357,PEPTIDE1{Y.G.G.F.L.D.R.I.R.P.K.L.K}$$$$,CHEMBL408360
358,"PEPTIDE1{Y.G.G.F.L.D.R.I}|PEPTIDE2{[dDpr].P.K.L.K}$PEPTIDE2,PEPTIDE1,1:R3-8:R2$$$",CHEMBL408024
359,PEPTIDE1{F.V.V.[X711].D.L}$$$$,CHEMBL267580
360,PEPTIDE1{Y.A.G.A.V.V.N.D.L}$$$$,CHEMBL430907
361,PEPTIDE1{Y.V.V.N.D.L}$$$$,CHEMBL19900
362,PEPTIDE1{[X52].V.V.N.D.L}$$$$,CHEMBL436151
363,PEPTIDE1{[X957].V.N.D.L}$$$$,CHEMBL276043
364,PEPTIDE1{[X958].V.N.D.L}$$$$,CHEMBL276044
365,PEPTIDE1{[X52].V.V.N.D.[X274]}$$$$,CHEMBL20011
366,PEPTIDE1{Y.V.V.N.D.[X752]}$$$$,CHEMBL408811
367,PEPTIDE1{E.A.I.[dP].[dM]}$$$$,CHEMBL20029
368,PEPTIDE1{E.E.T.A.E.A.K.F.E.R.Q.H.M.D.S}$$$$,CHEMBL405578
369,PEPTIDE1{[dL].[dE].[dA].[dI].P.M}$$$$,CHEMBL21201
370,PEPTIDE1{[ac].[dL].[dE].[dA].[dI].P.M}$$$$,CHEMBL283960
371,PEPTIDE1{F.L.E}$$$$,CHEMBL19839
372,PEPTIDE1{[ac].F.L.E}$$$$,CHEMBL20370
373,PEPTIDE1{[ac].[dM].[dF].[dL].[dE].[dA].[dI].P.M}$$$$,CHEMBL20118
374,PEPTIDE1{[ac].E.A.I.[dP].[dM]}$$$$,CHEMBL20262
375,PEPTIDE1{[dA].[dI].P.M}$$$$,CHEMBL20016
376,PEPTIDE1{[ac].[dA].[dI].P.M}$$$$,CHEMBL280957
377,PEPTIDE1{M.F.A.E}$$$$,CHEMBL20102
378,PEPTIDE1{M.F.L.A}$$$$,CHEMBL20112
379,PEPTIDE1{[dM].[dF].[dL].[dE]}$$$$,CHEMBL20698
380,PEPTIDE1{[dM].[dF].[dL].[dE].[dA]}$$$$,CHEMBL19979
381,PEPTIDE1{Y.V.P.T.F.V.G.S.E.A.F}$$$$,CHEMBL266666
382,PEPTIDE1{Y.V.P.F.N.V.G.S.E.A.F}$$$$,CHEMBL407812
383,PEPTIDE1{Y.V.P.T.N.V.G.S.E.G.F}$$$$,CHEMBL410450
384,PEPTIDE1{[dM].[dF].[dL].[dE].[dAbu].[dI].P}$$$$,CHEMBL20743
385,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI]}$$$$,CHEMBL21133
386,PEPTIDE1{Y.V.P}$$$$,CHEMBL279233
387,PEPTIDE1{Y.V.P.T.N.V.G.S.E.A.[dF]}$$$$,CHEMBL408238
388,PEPTIDE1{Y.V.P.T.N.V.G.S.E.[dA].F}$$$$,CHEMBL405695
389,PEPTIDE1{Y.V.P.T.N.V.G.S.[dE].A.F}$$$$,CHEMBL407544
390,PEPTIDE1{Y.V.P.T.N.V.G.S}$$$$,CHEMBL281592
391,PEPTIDE1{Y.V.P.T.N.V.G.S.L.A.F}$$$$,CHEMBL275984
392,PEPTIDE1{Y.V.P.T.D.V.G.S.E.A.F}$$$$,CHEMBL216101
393,PEPTIDE1{Y.V.P.T.Q.V.G.S.E.A.F}$$$$,CHEMBL269517
394,PEPTIDE1{Y.V.P.T.L.V.G.S.E.A.F}$$$$,CHEMBL428096
395,PEPTIDE1{Y.V.P.T.N.V.G.S.Q.A.F}$$$$,CHEMBL415812
396,PEPTIDE1{Y.V.P.T.N.V.G.S.H.A.F}$$$$,CHEMBL269328
397,PEPTIDE1{Y.V.P.T.N.V.F.S.E.A.F}$$$$,CHEMBL405037
398,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI].P.[dK]}$$$$,CHEMBL21028
399,PEPTIDE1{Y.V.P.T.N.F.G.S.E.A.F}$$$$,CHEMBL409175
400,PEPTIDE1{Y.[dM].F.H.[dL].M.D.[am]}$$$$,CHEMBL283763
401,PEPTIDE1{Y.[dM].F.L.M.D.[am]}$$$$,CHEMBL277862
402,PEPTIDE1{Y.V.P.T}$$$$,CHEMBL20585
403,PEPTIDE1{Y.V.P.T.N}$$$$,CHEMBL435948
404,PEPTIDE1{Y.[dA].F.L.M.D.[am]}$$$$,CHEMBL20422
405,PEPTIDE1{[X2123].[X2564].N.[am]}$$$$,CHEMBL21195
406,PEPTIDE1{Y.[dM].[dF].L.M.D.[am]}$$$$,CHEMBL21192
407,PEPTIDE1{[dY].[dM].F.L.M.D.[am]}$$$$,CHEMBL280669
408,PEPTIDE1{P.T.D.V.G.A.F.A.F}$$$$,CHEMBL20034
409,PEPTIDE1{[ac].S.Y.S.M.E.H.F.R.W.G.K.P.V.[am]}$$$$,CHEMBL214332
410,PEPTIDE1{[X2123].[X870].N.[am]}$$$$,CHEMBL19972
411,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI].P.M}$$$$,CHEMBL278549
412,PEPTIDE1{Y.[dM].F.[dL].M.D.[am]}$$$$,CHEMBL281845
413,PEPTIDE1{Y.[dM].F.H.L.M.[dD].[am]}$$$$,CHEMBL282873
414,PEPTIDE1{[dM].[dF].[dL].[dE].[dA].[dI].P.M.S}$$$$,CHEMBL414810
415,PEPTIDE1{Y.[dHcy].F.E.V.V.G.[am]}$$$$,CHEMBL278289
416,PEPTIDE1{Y.[dA].F.E.V.V.G.[am]}$$$$,CHEMBL20226
417,PEPTIDE1{Y.[dM].F.L.M.[dD].[am]}$$$$,CHEMBL279132
418,PEPTIDE1{Y.[dM].F.L.[dM].D.[am]}$$$$,CHEMBL435762
419,PEPTIDE1{F.V.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL407740
420,PEPTIDE1{N.F.V.P.R.S.K.I.S.P.E.A.F}$$$$,CHEMBL438224
421,PEPTIDE1{N.F.V.P.R.S.K.I.S.P.Q.G.Y}$$$$,CHEMBL267137
422,PEPTIDE1{N.V.A.P.T.N.V.G.S.Q.G.Y}$$$$,CHEMBL405694
423,PEPTIDE1{Y.V.P.[dalloT].N.V.G.S.E.A.F}$$$$,CHEMBL405794
424,PEPTIDE1{Y.V.[dP].T.N.V.G.S.E.A.F}$$$$,CHEMBL405965
425,PEPTIDE1{Y.V.F.T.N.V.G.S.E.A.F}$$$$,CHEMBL262961
426,PEPTIDE1{Y.V.P.S.N.V.G.S.E.A.F}$$$$,CHEMBL263335
427,PEPTIDE1{V.P.T.D.V.G.A.F.A.F}$$$$,CHEMBL429765
428,PEPTIDE1{F.V.P.T.N.V.G.S.P.A.F}$$$$,CHEMBL437079
429,PEPTIDE1{F.V.P.T.D.V.G.A.H.A.F}$$$$,CHEMBL405511
430,PEPTIDE1{F.V.P.T.D.V.G.P.E.A.F}$$$$,CHEMBL274851
431,PEPTIDE1{Y.V.[Hyp].T.N.V.G.S.E.A.F}$$$$,CHEMBL407697
432,PEPTIDE1{[ac].V.P.T.D.V.G.A.F.A.F}$$$$,CHEMBL384581
433,PEPTIDE1{Y.A.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL265399
434,PEPTIDE1{A.V.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL404977
435,PEPTIDE1{I.L.S.S.T.N.V.G.S.E.A.F}$$$$,CHEMBL269027
436,PEPTIDE1{F.V.P.T.D.V.G.S.Q.A.F}$$$$,CHEMBL216710
437,PEPTIDE1{Y.V.P.T.N.V.G.S.E}$$$$,CHEMBL436343
438,PEPTIDE1{F.V.P.T.N.V.G.S.K.A.F}$$$$,CHEMBL407774
439,PEPTIDE1{Y.V.P.T.N.V.G.S.K.A.F}$$$$,CHEMBL386824
440,PEPTIDE1{Y.[dM].[dF].H.L.M.D.[am]}$$$$,CHEMBL278542
441,PEPTIDE1{Y.V.P.T.N.V.G.A.E.A.F}$$$$,CHEMBL404978
442,PEPTIDE1{Y.V.P.T.N.V.A.S.E.A.F}$$$$,CHEMBL409079
443,PEPTIDE1{Y.V.P.T.N.A.G.S.E.A.F}$$$$,CHEMBL407796
444,PEPTIDE1{[dY].[dM].F.H.L.M.D.[am]}$$$$,CHEMBL20817
445,PEPTIDE1{[X2171].P.[X2640]}$$$$,CHEMBL22100
446,PEPTIDE1{F.V.P.P.N.V.G.S.E.A.F}$$$$,CHEMBL414069
447,PEPTIDE1{F.P.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL407401
448,PEPTIDE1{Y.V.P.T.N.V.G.S.E.A.Y}$$$$,CHEMBL405767
449,PEPTIDE1{F.L.E.E.V}$$$$,CHEMBL20564
450,PEPTIDE1{Y.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL439085
451,PEPTIDE1{Y.V.P.T.A.V.G.S.E.A.F}$$$$,CHEMBL414492
452,PEPTIDE1{Y.V.P.A.N.V.G.S.E.A.F}$$$$,CHEMBL262927
453,PEPTIDE1{Y.V.A.T.N.V.G.S.E.A.F}$$$$,CHEMBL407497
454,PEPTIDE1{[ac].P.T.D.V.G.A.F.A.F}$$$$,CHEMBL217867
455,PEPTIDE1{Y.[dM].F.H.L.[dM].D.[am]}$$$$,CHEMBL21177
456,PEPTIDE1{Y.[dM].F.H.L.M.D.[am]}$$$$,CHEMBL20775
457,PEPTIDE1{Y.[Nle].F.H.L.M.D.[am]}$$$$,CHEMBL20999
458,PEPTIDE1{F.V.P.T.N.V.G.P.E.A.F}$$$$,CHEMBL407854
459,PEPTIDE1{F.V.P.T.N.V.P.S.E.A.F}$$$$,CHEMBL414503
460,PEPTIDE1{Y.[dM].F.[dH].L.M.D.[am]}$$$$,CHEMBL277249
461,PEPTIDE1{Y.[dA].F.H.L.M.D.[am]}$$$$,CHEMBL20956
462,PEPTIDE1{Y.G.S.E.A.F}$$$$,CHEMBL21703
463,PEPTIDE1{Y.V.G.S.E.A.F}$$$$,CHEMBL278797
464,PEPTIDE1{Y.N.V.G.S.E.A.F}$$$$,CHEMBL281303
465,PEPTIDE1{Y.T.N.V.G.S.E.A.F}$$$$,CHEMBL267406
466,PEPTIDE1{[dY].V.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL410354
467,PEPTIDE1{Y.V.P.T.N.V.G.S.E.F.F}$$$$,CHEMBL439299
468,PEPTIDE1{Y.V.P.T.N.V.G.S.F.A.F}$$$$,CHEMBL411078
469,PEPTIDE1{Y.V.P.T.N.V}$$$$,CHEMBL21240
470,PEPTIDE1{Y.V.P.T.N.V.G}$$$$,CHEMBL21702
471,PEPTIDE1{N.F.V.P.T.N.V.G.S.Q.G.Y}$$$$,CHEMBL409205
472,PEPTIDE1{Y.A.F}$$$$,CHEMBL21061
473,PEPTIDE1{Y.E.A.F}$$$$,CHEMBL21927
474,PEPTIDE1{Y.S.E.A.F}$$$$,CHEMBL283513
475,PEPTIDE1{F.V.P.T.N.P.G.S.E.A.F}$$$$,CHEMBL408025
476,PEPTIDE1{F.V.P.T.P.V.G.S.E.A.F}$$$$,CHEMBL406587
477,PEPTIDE1{F.V.P.T.D.V.G.[Hyp].F.A.F}$$$$,CHEMBL265906
478,PEPTIDE1{[ac].F.V.P.T.D.V.G.A.F.A.F}$$$$,CHEMBL268539
479,PEPTIDE1{F.V.P.T.D.V.G.P.F.A.F}$$$$,CHEMBL264010
480,PEPTIDE1{F.V.P.T.D.V.G.A.F.A.F}$$$$,CHEMBL406459
481,PEPTIDE1{N.F.V.P.T.N.V.G.S.N.T.Y}$$$$,CHEMBL216229
482,PEPTIDE1{N.V.A.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL438008
483,PEPTIDE1{Y.F.P.T.N.V.G.S.E.A.F}$$$$,CHEMBL376040
484,PEPTIDE1{Y.V.P.T.N.V.G.S.E.A.A}$$$$,CHEMBL376041
485,PEPTIDE1{Y.V.P.T.N.V.G.S.A.A.F}$$$$,CHEMBL402699
486,PEPTIDE1{N.V.A.P.R.S.K.I.S.P.E.A.F}$$$$,CHEMBL267182
487,PEPTIDE1{Y.V.P.T.N.V.G.[dS].E.A.F}$$$$,CHEMBL409807
488,PEPTIDE1{Y.V.P.T.N.[dV].G.S.E.A.F}$$$$,CHEMBL412330
489,PEPTIDE1{Y.V.P.T.[dN].V.G.S.E.A.F}$$$$,CHEMBL263986
490,PEPTIDE1{[X2123].[X2461].N.[am]}$$$$,CHEMBL278550
491,PEPTIDE1{F.V.P.T.D.V.G.S.E.A.F}$$$$,CHEMBL266506
492,PEPTIDE1{F.V.P.T.N.V.G.S.E.P.F}$$$$,CHEMBL384703
493,PEPTIDE1{F.V.P.T.D.V.G.[Aib].F.A.F}$$$$,CHEMBL411804
